Fondsposition per,"24.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"SNPS","SYNOPSYS INC","IT","Aktien","72.560.772,00","0,13","72.560.772,00","235.740,00","307,80","Vereinigte Staaten","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Industrie","Aktien","72.360.465,12","0,13","72.360.465,12","162.952,00","444,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TEL","TE CONNECTIVITY LTD","IT","Aktien","71.324.514,56","0,13","71.324.514,56","504.274,00","141,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Zyklische Konsumgüter ","Aktien","71.289.618,75","0,13","71.289.618,75","422.457,00","168,75","Vereinigte Staaten","NASDAQ","USD"
"MPC","MARATHON PETROLEUM CORP","Energie","Aktien","70.725.235,32","0,13","70.725.235,32","949.842,00","74,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SPG","SIMON PROPERTY GROUP REIT INC","Immobilien","Aktien","69.963.082,62","0,12","69.963.082,62","507.641,00","137,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrie","Aktien","69.878.331,00","0,12","69.878.331,00","1.095.100,00","63,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","IT","Aktien","69.798.828,80","0,12","69.798.828,80","810.860,00","86,08","Vereinigte Staaten","NASDAQ","USD"
"APH","AMPHENOL CORP CLASS A","IT","Aktien","69.371.220,45","0,12","69.371.220,45","923.595,00","75,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrie","Aktien","69.171.805,67","0,12","69.171.805,67","302.761,00","228,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"USD","USD CASH","Cash und/oder Derivate","Geldmarkt","68.748.180,32","0,12","68.748.180,32","68.748.180,00","100,00","Vereinigte Staaten","-","USD"
"DG","DOLLAR GENERAL CORP","Zyklische Konsumgüter ","Aktien","68.680.368,00","0,12","68.680.368,00","359.960,00","190,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ECL","ECOLAB INC","Materialien","Aktien","67.742.178,20","0,12","67.742.178,20","385.030,00","175,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IQV","IQVIA HOLDINGS INC","Gesundheitsversorgung","Aktien","67.519.282,16","0,12","67.519.282,16","295.528,00","228,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Versorger","Aktien","67.265.862,56","0,12","67.265.862,56","777.101,00","86,56","Vereinigte Staaten","NASDAQ","USD"
"SYY","SYSCO CORP","Nichtzyklische Konsumgüter","Aktien","67.202.425,44","0,12","67.202.425,44","790.989,00","84,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IDXX","IDEXX LABORATORIES INC","Gesundheitsversorgung","Aktien","67.025.579,14","0,12","67.025.579,14","131.482,00","509,77","Vereinigte Staaten","NASDAQ","USD"
"DOW","DOW INC","Materialien","Aktien","67.004.804,80","0,12","67.004.804,80","1.141.090,00","58,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KMB","KIMBERLY CLARK CORP","Nichtzyklische Konsumgüter","Aktien","66.935.599,12","0,12","66.935.599,12","520.616,00","128,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FTNT","FORTINET INC","IT","Aktien","66.345.324,75","0,12","66.345.324,75","209.655,00","316,45","Vereinigte Staaten","NASDAQ","USD"
"INFO","IHS MARKIT LTD","Industrie","Aktien","66.347.459,91","0,12","66.347.459,91","615.411,00","107,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Zyklische Konsumgüter ","Aktien","66.207.295,60","0,12","66.207.295,60","103.910,00","637,16","Vereinigte Staaten","NASDAQ","USD"
"SRE","SEMPRA","Versorger","Aktien","66.137.402,91","0,12","66.137.402,91","492.717,00","134,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash und/oder Derivate","Money Market","66.136.923,96","0,12","66.136.923,96","66.136.924,00","1,00","Irland","-","USD"
"ADM","ARCHER DANIELS MIDLAND","Nichtzyklische Konsumgüter","Aktien","65.528.635,40","0,12","65.528.635,40","863.924,00","75,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BAX","BAXTER INTERNATIONAL INC","Gesundheitsversorgung","Aktien","65.402.452,30","0,12","65.402.452,30","772.622,00","84,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MSCI","MSCI INC","Financials","Aktien","64.755.179,91","0,12","64.755.179,91","127.353,00","508,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","Zyklische Konsumgüter ","Aktien","64.484.035,35","0,11","64.484.035,35","43.435,00","1.484,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","IT","Aktien","63.721.157,76","0,11","63.721.157,76","427.544,00","149,04","Vereinigte Staaten","NASDAQ","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Aktien","63.550.970,80","0,11","63.550.970,80","583.304,00","108,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRV","TRAVELERS COMPANIES INC","Financials","Aktien","63.201.235,50","0,11","63.201.235,50","379.587,00","166,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Zyklische Konsumgüter ","Aktien","62.911.905,42","0,11","62.911.905,42","430.638,00","146,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MCK","MCKESSON CORP","Gesundheitsversorgung","Aktien","62.811.759,80","0,11","62.811.759,80","235.603,00","266,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXC","EXELON CORP","Versorger","Aktien","62.327.812,40","0,11","62.327.812,40","1.509.148,00","41,30","Vereinigte Staaten","NASDAQ","USD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Aktien","61.540.027,50","0,11","61.540.027,50","1.172.191,00","52,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HPQ","HP INC","IT","Aktien","61.409.498,67","0,11","61.409.498,67","1.778.439,00","34,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GIS","GENERAL MILLS INC","Nichtzyklische Konsumgüter","Aktien","61.326.135,20","0,11","61.326.135,20","935.420,00","65,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DXCM","DEXCOM INC","Gesundheitsversorgung","Aktien","61.165.765,44","0,11","61.165.765,44","149.652,00","408,72","Vereinigte Staaten","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","IT","Aktien","61.010.602,94","0,11","61.010.602,94","856.169,00","71,26","Vereinigte Staaten","NASDAQ","USD"
"DD","DUPONT DE NEMOURS INC","Materialien","Aktien","60.797.274,12","0,11","60.797.274,12","804.516,00","75,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GPN","GLOBAL PAYMENTS INC","IT","Aktien","60.641.790,80","0,11","60.641.790,80","447.640,00","135,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"A","AGILENT TECHNOLOGIES INC","Gesundheitsversorgung","Aktien","59.879.881,60","0,11","59.879.881,60","467.264,00","128,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CARR","CARRIER GLOBAL CORP","Industrie","Aktien","59.840.981,75","0,11","59.840.981,75","1.338.425,00","44,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLR","DIGITAL REALTY TRUST REIT INC","Immobilien","Aktien","58.814.052,00","0,10","58.814.052,00","437.800,00","134,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AZO","AUTOZONE INC","Zyklische Konsumgüter ","Aktien","57.967.481,46","0,10","57.967.481,46","32.298,00","1.794,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALGN","ALIGN TECHNOLOGY INC","Gesundheitsversorgung","Aktien","57.684.658,40","0,10","57.684.658,40","113.296,00","509,15","Vereinigte Staaten","NASDAQ","USD"
"PH","PARKER-HANNIFIN CORP","Industrie","Aktien","57.665.064,38","0,10","57.665.064,38","199.402,00","289,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"O","REALTY INCOME REIT CORP","Immobilien","Aktien","57.386.089,50","0,10","57.386.089,50","872.925,00","65,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PAYX","PAYCHEX INC","IT","Aktien","57.342.797,49","0,10","57.342.797,49","495.231,00","115,79","Vereinigte Staaten","NASDAQ","USD"
"MSI","MOTOROLA SOLUTIONS INC","IT","Aktien","56.826.123,00","0,10","56.826.123,00","261.510,00","217,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PSX","PHILLIPS 66","Energie","Aktien","56.512.370,36","0,10","56.512.370,36","676.957,00","83,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTVA","CORTEVA INC","Materialien","Aktien","56.502.496,05","0,10","56.502.496,05","1.128.921,00","50,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WMB","WILLIAMS INC","Energie","Aktien","56.162.027,32","0,10","56.162.027,32","1.874.567,00","29,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"APTV","APTIV PLC","Zyklische Konsumgüter ","Aktien","56.074.565,82","0,10","56.074.565,82","417.781,00","134,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AFL","AFLAC INC","Financials","Aktien","55.987.770,74","0,10","55.987.770,74","939.077,00","59,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EA","ELECTRONIC ARTS INC","Kommunikation","Aktien","55.781.632,50","0,10","55.781.632,50","437.503,00","127,50","Vereinigte Staaten","NASDAQ","USD"
"TT","TRANE TECHNOLOGIES PLC","Industrie","Aktien","55.484.472,24","0,10","55.484.472,24","366.888,00","151,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"YUM","YUM BRANDS INC","Zyklische Konsumgüter ","Aktien","55.208.605,76","0,10","55.208.605,76","454.916,00","121,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WELL","WELLTOWER INC","Immobilien","Aktien","55.087.502,70","0,10","55.087.502,70","671.635,00","82,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STZ","CONSTELLATION BRANDS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","54.665.862,48","0,10","54.665.862,48","254.248,00","215,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"XEL","XCEL ENERGY INC","Versorger","Aktien","53.936.550,27","0,10","53.936.550,27","831.969,00","64,83","Vereinigte Staaten","NASDAQ","USD"
"EBAY","EBAY INC","Zyklische Konsumgüter ","Aktien","53.547.222,96","0,10","53.547.222,96","965.859,00","55,44","Vereinigte Staaten","NASDAQ","USD"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Aktien","53.479.683,41","0,10","53.479.683,41","452.183,00","118,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RMD","RESMED INC","Gesundheitsversorgung","Aktien","53.472.204,18","0,10","53.472.204,18","224.881,00","237,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALL","ALLSTATE CORP","Financials","Aktien","53.439.290,10","0,10","53.439.290,10","442.305,00","120,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energie","Aktien","53.332.426,28","0,09","53.332.426,28","1.370.309,00","38,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NUE","NUCOR CORP","Materialien","Aktien","53.315.932,80","0,09","53.315.932,80","440.992,00","120,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materialien","Aktien","53.294.968,32","0,09","53.294.968,32","392.799,00","135,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SIVB","SVB FINANCIAL GROUP","Financials","Aktien","53.051.131,73","0,09","53.051.131,73","90.799,00","584,27","Vereinigte Staaten","NASDAQ","USD"
"VLO","VALERO ENERGY CORP","Energie","Aktien","52.815.427,20","0,09","52.815.427,20","629.955,00","83,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TDG","TRANSDIGM GROUP INC","Industrie","Aktien","52.553.717,72","0,09","52.553.717,72","80.954,00","649,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DVN","DEVON ENERGY CORP","Energie","Aktien","51.292.042,75","0,09","51.292.042,75","972.361,00","52,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobilien","Aktien","51.036.774,03","0,09","51.036.774,03","215.919,00","236,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Immobilien","Aktien","50.842.627,80","0,09","50.842.627,80","168.186,00","302,30","Vereinigte Staaten","NASDAQ","USD"
"CTAS","CINTAS CORP","Industrie","Aktien","50.745.163,50","0,09","50.745.163,50","135.675,00","374,02","Vereinigte Staaten","NASDAQ","USD"
"PPG","PPG INDUSTRIES INC","Materialien","Aktien","50.482.420,35","0,09","50.482.420,35","366.585,00","137,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OTIS","OTIS WORLDWIDE CORP","Industrie","Aktien","50.268.391,29","0,09","50.268.391,29","656.331,00","76,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTD","METTLER TOLEDO INC","Gesundheitsversorgung","Aktien","50.262.011,19","0,09","50.262.011,19","35.587,00","1.412,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WBA","WALGREEN BOOTS ALLIANCE INC","Nichtzyklische Konsumgüter","Aktien","50.184.692,28","0,09","50.184.692,28","1.108.564,00","45,27","Vereinigte Staaten","NASDAQ","USD"
"KMI","KINDER MORGAN INC","Energie","Aktien","50.151.661,66","0,09","50.151.661,66","3.008.498,00","16,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMP","AMERIPRISE FINANCE INC","Financials","Aktien","49.973.050,72","0,09","49.973.050,72","172.702,00","289,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROST","ROSS STORES INC","Zyklische Konsumgüter ","Aktien","49.696.008,56","0,09","49.696.008,56","548.279,00","90,64","Vereinigte Staaten","NASDAQ","USD"
"TROW","T ROWE PRICE GROUP INC","Financials","Aktien","49.510.368,18","0,09","49.510.368,18","346.857,00","142,74","Vereinigte Staaten","NASDAQ","USD"
"AJG","ARTHUR J GALLAGHER","Financials","Aktien","49.375.640,58","0,09","49.375.640,58","319.749,00","154,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTCH","MATCH GROUP INC","Kommunikation","Aktien","49.371.011,28","0,09","49.371.011,28","436.757,00","113,04","Vereinigte Staaten","NASDAQ","USD"
"PCAR","PACCAR INC","Industrie","Aktien","49.305.429,00","0,09","49.305.429,00","536.220,00","91,95","Vereinigte Staaten","NASDAQ","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Versorger","Aktien","48.685.817,36","0,09","48.685.817,36","781.223,00","62,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FITB","FIFTH THIRD BANCORP","Financials","Aktien","48.602.885,76","0,09","48.602.885,76","1.062.126,00","45,76","Vereinigte Staaten","NASDAQ","USD"
"CBRE","CBRE GROUP INC CLASS A","Immobilien","Aktien","48.594.762,48","0,09","48.594.762,48","517.847,00","93,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STT","STATE STREET CORP","Financials","Aktien","48.269.102,84","0,09","48.269.102,84","564.683,00","85,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GLW","CORNING INC","IT","Aktien","47.864.104,38","0,09","47.864.104,38","1.181.538,00","40,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROK","ROCKWELL AUTOMATION INC","Industrie","Aktien","47.662.520,52","0,08","47.662.520,52","179.142,00","266,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLTR","DOLLAR TREE INC","Zyklische Konsumgüter ","Aktien","47.250.723,00","0,08","47.250.723,00","347.100,00","136,13","Vereinigte Staaten","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Nichtzyklische Konsumgüter","Aktien","46.698.536,15","0,08","46.698.536,15","581.189,00","80,35","Vereinigte Staaten","NASDAQ","USD"
"KR","KROGER","Nichtzyklische Konsumgüter","Aktien","46.473.663,28","0,08","46.473.663,28","1.045.762,00","44,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BIIB","BIOGEN INC","Gesundheitsversorgung","Aktien","46.030.445,04","0,08","46.030.445,04","226.617,00","203,12","Vereinigte Staaten","NASDAQ","USD"
"FRC","FIRST REPUBLIC BANK","Financials","Aktien","45.942.154,90","0,08","45.942.154,90","276.610,00","166,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Industrie","Aktien","45.596.201,49","0,08","45.596.201,49","357.309,00","127,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ED","CONSOLIDATED EDISON INC","Versorger","Aktien","45.467.515,53","0,08","45.467.515,53","545.763,00","83,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","IT","Aktien","45.090.397,00","0,08","45.090.397,00","284.482,00","158,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMI","CUMMINS INC","Industrie","Aktien","44.896.244,90","0,08","44.896.244,90","220.870,00","203,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FAST","FASTENAL","Industrie","Aktien","44.781.786,66","0,08","44.781.786,66","887.471,00","50,46","Vereinigte Staaten","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrie","Aktien","44.707.862,76","0,08","44.707.862,76","249.458,00","179,22","Vereinigte Staaten","NASDAQ","USD"
"EQR","EQUITY RESIDENTIAL REIT","Immobilien","Aktien","44.568.273,75","0,08","44.568.273,75","526.625,00","84,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Nichtzyklische Konsumgüter","Aktien","44.351.133,50","0,08","44.351.133,50","225.350,00","196,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Immobilien","Aktien","44.298.821,35","0,08","44.298.821,35","1.158.745,00","38,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BLL","BALL CORP","Materialien","Aktien","44.200.936,85","0,08","44.200.936,85","503.141,00","87,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPE","EXPEDIA GROUP INC","Zyklische Konsumgüter ","Aktien","43.687.982,52","0,08","43.687.982,52","225.498,00","193,74","Vereinigte Staaten","NASDAQ","USD"
"HAL","HALLIBURTON","Energie","Aktien","43.459.157,37","0,08","43.459.157,37","1.380.971,00","31,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WST","WEST PHARMACEUTICAL SERVICES INC","Gesundheitsversorgung","Aktien","43.271.158,42","0,08","43.271.158,42","114.359,00","378,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WEC","WEC ENERGY GROUP INC","Versorger","Aktien","43.225.913,16","0,08","43.225.913,16","487.437,00","88,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TWTR","TWITTER INC","Kommunikation","Aktien","43.152.552,30","0,08","43.152.552,30","1.233.635,00","34,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANSS","ANSYS INC","IT","Aktien","42.635.950,35","0,08","42.635.950,35","134.715,00","316,49","Vereinigte Staaten","NASDAQ","USD"
"KHC","KRAFT HEINZ","Nichtzyklische Konsumgüter","Aktien","42.562.885,68","0,08","42.562.885,68","1.091.916,00","38,98","Vereinigte Staaten","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrie","Aktien","42.496.190,90","0,08","42.496.190,90","144.226,00","294,65","Vereinigte Staaten","NASDAQ","USD"
"CERN","CERNER CORP","Gesundheitsversorgung","Aktien","42.354.621,68","0,08","42.354.621,68","454.888,00","93,11","Vereinigte Staaten","NASDAQ","USD"
"ES","EVERSOURCE ENERGY","Versorger","Aktien","42.285.481,00","0,08","42.285.481,00","530.425,00","79,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Aktien","42.242.426,37","0,08","42.242.426,37","192.177,00","219,81","Vereinigte Staaten","NASDAQ","USD"
"OKE","ONEOK INC","Energie","Aktien","42.240.221,94","0,08","42.240.221,94","686.498,00","61,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANET","ARISTA NETWORKS INC","IT","Aktien","41.880.044,62","0,07","41.880.044,62","346.517,00","120,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AWK","AMERICAN WATER WORKS INC","Versorger","Aktien","41.634.153,60","0,07","41.634.153,60","280.176,00","148,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DHI","D R HORTON INC","Zyklische Konsumgüter ","Aktien","41.433.866,28","0,07","41.433.866,28","503.388,00","82,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Immobilien","Aktien","41.344.004,73","0,07","41.344.004,73","217.497,00","190,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TSN","TYSON FOODS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","41.131.133,19","0,07","41.131.133,19","455.343,00","90,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EFX","EQUIFAX INC","Industrie","Aktien","40.657.520,08","0,07","40.657.520,08","188.299,00","215,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HES","HESS CORP","Energie","Aktien","40.555.706,62","0,07","40.555.706,62","425.737,00","95,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LUV","SOUTHWEST AIRLINES","Industrie","Aktien","40.530.395,88","0,07","40.530.395,88","914.082,00","44,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LH","LABORATORY CORPORATION OF AMERICA","Gesundheitsversorgung","Aktien","40.415.232,24","0,07","40.415.232,24","148.744,00","271,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CPRT","COPART INC","Industrie","Aktien","40.069.875,20","0,07","40.069.875,20","329.522,00","121,60","Vereinigte Staaten","NASDAQ","USD"
"DAL","DELTA AIR LINES INC","Industrie","Aktien","39.869.108,76","0,07","39.869.108,76","988.572,00","40,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Gesundheitsversorgung","Aktien","39.702.277,44","0,07","39.702.277,44","321.528,00","123,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SWK","STANLEY BLACK & DECKER INC","Industrie","Aktien","39.325.607,26","0,07","39.325.607,26","251.539,00","156,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Immobilien","Aktien","39.084.163,12","0,07","39.084.163,12","205.988,00","189,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BKR","BAKER HUGHES CLASS A","Energie","Aktien","38.731.619,68","0,07","38.731.619,68","1.348.594,00","28,72","Vereinigte Staaten","NASDAQ","USD"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materialien","Aktien","38.370.879,98","0,07","38.370.879,98","406.213,00","94,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RSG","REPUBLIC SERVICES INC","Industrie","Aktien","38.094.581,24","0,07","38.094.581,24","324.292,00","117,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LEN","LENNAR A CORP","Zyklische Konsumgüter ","Aktien","36.807.368,70","0,07","36.807.368,70","419.505,00","87,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Immobilien","Aktien","36.311.341,76","0,06","36.311.341,76","177.718,00","204,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VMC","VULCAN MATERIALS","Materialien","Aktien","36.238.512,60","0,06","36.238.512,60","204.564,00","177,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CDW","CDW CORP","IT","Aktien","36.211.278,30","0,06","36.211.278,30","211.391,00","171,30","Vereinigte Staaten","NASDAQ","USD"
"NTRS","NORTHERN TRUST CORP","Financials","Aktien","36.159.625,60","0,06","36.159.625,60","320.110,00","112,96","Vereinigte Staaten","NASDAQ","USD"
"MKC","MCCORMICK & CO NON-VOTING INC","Nichtzyklische Konsumgüter","Aktien","36.121.185,36","0,06","36.121.185,36","383.778,00","94,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHD","CHURCH AND DWIGHT INC","Nichtzyklische Konsumgüter","Aktien","35.943.231,66","0,06","35.943.231,66","378.111,00","95,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IT","GARTNER INC","IT","Aktien","35.718.802,43","0,06","35.718.802,43","126.937,00","281,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materialien","Aktien","35.540.333,79","0,06","35.540.333,79","96.297,00","369,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FTV","FORTIVE CORP","Industrie","Aktien","35.457.570,80","0,06","35.457.570,80","550.840,00","64,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Aktien","35.431.588,64","0,06","35.431.588,64","525.068,00","67,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SWKS","SKYWORKS SOLUTIONS INC","IT","Aktien","35.414.005,87","0,06","35.414.005,87","255.089,00","138,83","Vereinigte Staaten","NASDAQ","USD"
"STE","STERIS","Gesundheitsversorgung","Aktien","35.402.401,34","0,06","35.402.401,34","154.454,00","229,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DTE","DTE ENERGY","Versorger","Aktien","35.244.173,86","0,06","35.244.173,86","299.339,00","117,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SYF","SYNCHRONY FINANCIAL","Financials","Aktien","34.827.138,76","0,06","34.827.138,76","844.499,00","41,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EIX","EDISON INTERNATIONAL","Versorger","Aktien","34.674.208,44","0,06","34.674.208,44","586.109,00","59,16","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KEY","KEYCORP","Financials","Aktien","34.662.455,44","0,06","34.662.455,44","1.436.488,00","24,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PKI","PERKINELMER INC","Gesundheitsversorgung","Aktien","34.655.019,74","0,06","34.655.019,74","194.713,00","177,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTB","M&T BANK CORP","Financials","Aktien","34.635.260,99","0,06","34.635.260,99","198.517,00","174,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DOV","DOVER CORP","Industrie","Aktien","34.538.547,68","0,06","34.538.547,68","222.313,00","155,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
