Fondsposition per,"24.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"URI","UNITED RENTALS INC","Industrie","Aktien","34.447.668,64","0,06","34.447.668,64","111.727,00","308,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Zyklische Konsumgüter ","Aktien","34.303.061,98","0,06","34.303.061,98","175.571,00","195,38","Vereinigte Staaten","NASDAQ","USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","IT","Aktien","34.275.108,25","0,06","34.275.108,25","82.525,00","415,33","Vereinigte Staaten","NASDAQ","USD"
"RF","REGIONS FINANCIAL CORP","Financials","Aktien","33.962.773,92","0,06","33.962.773,92","1.471.524,00","23,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aktien","33.468.173,55","0,06","33.468.173,55","261.695,00","127,89","Vereinigte Staaten","NASDAQ","USD"
"EPAM","EPAM SYSTEMS INC","IT","Aktien","33.449.117,72","0,06","33.449.117,72","87.499,00","382,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Aktien","33.385.858,00","0,06","33.385.858,00","2.231.675,00","14,96","Vereinigte Staaten","NASDAQ","USD"
"FE","FIRSTENERGY CORP","Versorger","Aktien","33.363.057,60","0,06","33.363.057,60","837.216,00","39,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALB","ALBEMARLE CORP","Materialien","Aktien","33.271.125,00","0,06","33.271.125,00","180.625,00","184,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Aktien","33.222.099,52","0,06","33.222.099,52","658.124,00","50,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Versorger","Aktien","33.086.297,25","0,06","33.086.297,25","397.433,00","83,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Aktien","32.672.233,75","0,06","32.672.233,75","2.010.599,00","16,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","IT","Aktien","32.610.836,04","0,06","32.610.836,04","316.119,00","103,16","Vereinigte Staaten","NASDAQ","USD"
"VTR","VENTAS REIT INC","Immobilien","Aktien","32.027.840,00","0,06","32.027.840,00","615.920,00","52,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ESS","ESSEX PROPERTY TRUST REIT INC","Immobilien","Aktien","31.835.208,82","0,06","31.835.208,82","100.582,00","316,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABC","AMERISOURCEBERGEN CORP","Gesundheitsversorgung","Aktien","31.823.464,54","0,06","31.823.464,54","230.839,00","137,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ETR","ENTERGY CORP","Versorger","Aktien","31.792.665,76","0,06","31.792.665,76","310.718,00","102,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IR","INGERSOLL RAND INC","Industrie","Aktien","31.656.311,75","0,06","31.656.311,75","628.975,00","50,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BBY","BEST BUY INC","Zyklische Konsumgüter ","Aktien","31.461.667,94","0,06","31.461.667,94","343.543,00","91,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GWW","WW GRAINGER INC","Industrie","Aktien","31.414.216,16","0,06","31.414.216,16","67.372,00","466,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VRSN","VERISIGN INC","IT","Aktien","31.394.107,68","0,06","31.394.107,68","149.624,00","209,82","Vereinigte Staaten","NASDAQ","USD"
"ULTA","ULTA BEAUTY INC","Zyklische Konsumgüter ","Aktien","31.373.138,10","0,06","31.373.138,10","84.090,00","373,09","Vereinigte Staaten","NASDAQ","USD"
"ENPH","ENPHASE ENERGY INC","IT","Aktien","30.841.681,15","0,05","30.841.681,15","209.309,00","147,35","Vereinigte Staaten","NASDAQ","USD"
"DRE","DUKE REALTY REIT CORP","Immobilien","Aktien","30.798.375,02","0,05","30.798.375,02","587.531,00","52,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RJF","RAYMOND JAMES INC","Financials","Aktien","30.657.693,22","0,05","30.657.693,22","286.066,00","107,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NDAQ","NASDAQ INC","Financials","Aktien","30.632.668,29","0,05","30.632.668,29","179.991,00","170,19","Vereinigte Staaten","NASDAQ","USD"
"SBNY","SIGNATURE BANK","Financials","Aktien","30.450.018,70","0,05","30.450.018,70","93.491,00","325,70","Vereinigte Staaten","NASDAQ","USD"
"COO","COOPER INC","Gesundheitsversorgung","Aktien","30.439.704,24","0,05","30.439.704,24","76.164,00","399,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","IT","Aktien","30.425.653,86","0,05","30.425.653,86","66.849,00","455,14","Vereinigte Staaten","NASDAQ","USD"
"TDY","TELEDYNE TECHNOLOGIES INC","IT","Aktien","30.123.082,08","0,05","30.123.082,08","72.051,00","418,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Versorger","Aktien","30.046.820,80","0,05","30.046.820,80","1.158.320,00","25,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WAT","WATERS CORP","Gesundheitsversorgung","Aktien","29.572.133,56","0,05","29.572.133,56","94.649,00","312,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TER","TERADYNE INC","IT","Aktien","29.523.585,00","0,05","29.523.585,00","251.500,00","117,39","Vereinigte Staaten","NASDAQ","USD"
"FLT","FLEETCOR TECHNOLOGIES INC","IT","Aktien","29.496.029,48","0,05","29.496.029,48","125.206,00","235,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GNRC","GENERAC HOLDINGS INC","Industrie","Aktien","29.256.263,40","0,05","29.256.263,40","97.084,00","301,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Kommunikation","Aktien","29.149.769,46","0,05","29.149.769,46","178.417,00","163,38","Vereinigte Staaten","NASDAQ","USD"
"VFC","VF CORP","Zyklische Konsumgüter ","Aktien","28.992.343,60","0,05","28.992.343,60","502.990,00","57,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DRI","DARDEN RESTAURANTS INC","Zyklische Konsumgüter ","Aktien","28.519.842,78","0,05","28.519.842,78","201.454,00","141,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Zyklische Konsumgüter ","Aktien","28.027.516,14","0,05","28.027.516,14","344.403,00","81,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HOLX","HOLOGIC INC","Gesundheitsversorgung","Aktien","28.021.819,93","0,05","28.021.819,93","394.063,00","71,11","Vereinigte Staaten","NASDAQ","USD"
"CZR","CAESARS ENTERTAINMENT INC","Zyklische Konsumgüter ","Aktien","27.791.780,10","0,05","27.791.780,10","328.314,00","84,65","Vereinigte Staaten","NASDAQ","USD"
"CTRA","COTERRA ENERGY INC","Energie","Aktien","27.757.788,48","0,05","27.757.788,48","1.248.102,00","22,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Aktien","27.637.370,60","0,05","27.637.370,60","231.430,00","119,42","Vereinigte Staaten","NASDAQ","USD"
"CMS","CMS ENERGY CORP","Versorger","Aktien","27.634.839,83","0,05","27.634.839,83","445.939,00","61,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NTAP","NETAPP INC","IT","Aktien","27.384.228,72","0,05","27.384.228,72","345.368,00","79,29","Vereinigte Staaten","NASDAQ","USD"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrie","Aktien","27.361.995,48","0,05","27.361.995,48","260.516,00","105,03","Vereinigte Staaten","NASDAQ","USD"
"AMCR","AMCOR PLC","Materialien","Aktien","27.210.998,08","0,05","27.210.998,08","2.370.296,00","11,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PARA","PARAMOUNT GLOBAL CLASS B","Kommunikation","Aktien","27.101.471,25","0,05","27.101.471,25","932.925,00","29,05","Vereinigte Staaten","NASDAQ","USD"
"CLX","CLOROX","Nichtzyklische Konsumgüter","Aktien","27.070.784,36","0,05","27.070.784,36","188.989,00","143,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrie","Aktien","27.048.532,86","0,05","27.048.532,86","290.907,00","92,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OMC","OMNICOM GROUP INC","Kommunikation","Aktien","27.043.848,53","0,05","27.043.848,53","329.281,00","82,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TYL","TYLER TECHNOLOGIES INC","IT","Aktien","26.890.661,41","0,05","26.890.661,41","63.229,00","425,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"POOL","POOL CORP","Zyklische Konsumgüter ","Aktien","26.845.777,41","0,05","26.845.777,41","61.563,00","436,07","Vereinigte Staaten","NASDAQ","USD"
"GPC","GENUINE PARTS","Zyklische Konsumgüter ","Aktien","26.728.068,14","0,05","26.728.068,14","221.149,00","120,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IP","INTERNATIONAL PAPER","Materialien","Aktien","26.587.222,83","0,05","26.587.222,83","601.657,00","44,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KMX","CARMAX INC","Zyklische Konsumgüter ","Aktien","26.440.493,25","0,05","26.440.493,25","251.455,00","105,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BXP","BOSTON PROPERTIES REIT INC","Immobilien","Aktien","26.296.951,23","0,05","26.296.951,23","219.123,00","120,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Aktien","26.296.191,00","0,05","26.296.191,00","383.886,00","68,50","Vereinigte Staaten","NASDAQ","USD"
"TRMB","TRIMBLE INC","IT","Aktien","26.197.834,98","0,05","26.197.834,98","387.714,00","67,57","Vereinigte Staaten","NASDAQ","USD"
"CTLT","CATALENT INC","Gesundheitsversorgung","Aktien","26.171.288,44","0,05","26.171.288,44","264.143,00","99,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MGM","MGM RESORTS INTERNATIONAL","Zyklische Konsumgüter ","Aktien","26.127.711,49","0,05","26.127.711,49","600.499,00","43,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AKAM","AKAMAI TECHNOLOGIES INC","IT","Aktien","26.092.058,20","0,05","26.092.058,20","251.030,00","103,94","Vereinigte Staaten","NASDAQ","USD"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","IT","Aktien","26.015.191,53","0,05","26.015.191,53","179.057,00","145,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Kommunikation","Aktien","25.935.439,39","0,05","25.935.439,39","208.501,00","124,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VTRS","VIATRIS INC","Gesundheitsversorgung","Aktien","25.922.350,93","0,05","25.922.350,93","1.860.901,00","13,93","Vereinigte Staaten","NASDAQ","USD"
"MRO","MARATHON OIL CORP","Energie","Aktien","25.911.505,89","0,05","25.911.505,89","1.209.123,00","21,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MOS","MOSAIC","Materialien","Aktien","25.835.350,80","0,05","25.835.350,80","569.688,00","45,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GRMN","GARMIN LTD","Zyklische Konsumgüter ","Aktien","25.825.009,41","0,05","25.825.009,41","233.901,00","110,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNP","CENTERPOINT ENERGY INC","Versorger","Aktien","25.757.986,95","0,05","25.757.986,95","970.169,00","26,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CF","CF INDUSTRIES HOLDINGS INC","Materialien","Aktien","25.753.146,40","0,05","25.753.146,40","327.815,00","78,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PEAK","HEALTHPEAK PROPERTIES INC","Immobilien","Aktien","25.643.209,94","0,05","25.643.209,94","830.146,00","30,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CCL","CARNIVAL CORP","Zyklische Konsumgüter ","Aktien","25.628.318,92","0,05","25.628.318,92","1.242.284,00","20,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CAG","CONAGRA BRANDS INC","Nichtzyklische Konsumgüter","Aktien","25.341.434,62","0,05","25.341.434,62","738.602,00","34,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"K","KELLOGG","Nichtzyklische Konsumgüter","Aktien","25.183.143,78","0,04","25.183.143,78","394.782,00","63,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ETSY","ETSY INC","Zyklische Konsumgüter ","Aktien","25.090.267,68","0,04","25.090.267,68","195.773,00","128,16","Vereinigte Staaten","NASDAQ","USD"
"TECH","BIO TECHNE CORP","Gesundheitsversorgung","Aktien","25.050.230,10","0,04","25.050.230,10","60.669,00","412,90","Vereinigte Staaten","NASDAQ","USD"
"WDC","WESTERN DIGITAL CORP","IT","Aktien","24.924.062,23","0,04","24.924.062,23","480.881,00","51,83","Vereinigte Staaten","NASDAQ","USD"
"EMN","EASTMAN CHEMICAL","Materialien","Aktien","24.642.548,11","0,04","24.642.548,11","209.243,00","117,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DGX","QUEST DIAGNOSTICS INC","Gesundheitsversorgung","Aktien","24.537.482,64","0,04","24.537.482,64","189.464,00","129,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrie","Aktien","24.502.004,82","0,04","24.502.004,82","129.702,00","188,91","Vereinigte Staaten","NASDAQ","USD"
"XYL","XYLEM INC","Industrie","Aktien","24.420.766,60","0,04","24.420.766,60","278.458,00","87,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UDR","UDR REIT INC","Immobilien","Aktien","24.349.972,08","0,04","24.349.972,08","448.269,00","54,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NLOK","NORTONLIFELOCK INC","IT","Aktien","24.327.151,12","0,04","24.327.151,12","892.412,00","27,26","Vereinigte Staaten","NASDAQ","USD"
"TFX","TELEFLEX INC","Gesundheitsversorgung","Aktien","24.274.736,36","0,04","24.274.736,36","71.806,00","338,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NVR","NVR INC","Zyklische Konsumgüter ","Aktien","24.144.624,64","0,04","24.144.624,64","5.056,00","4.775,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PAYC","PAYCOM SOFTWARE INC","IT","Aktien","24.098.668,00","0,04","24.098.668,00","74.264,00","324,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BRO","BROWN & BROWN INC","Financials","Aktien","23.953.245,75","0,04","23.953.245,75","362.105,00","66,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PWR","QUANTA SERVICES INC","Industrie","Aktien","23.911.817,26","0,04","23.911.817,26","219.899,00","108,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"J","JACOBS ENGINEERING GROUP INC","Industrie","Aktien","23.867.551,39","0,04","23.867.551,39","199.879,00","119,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DPZ","DOMINOS PIZZA INC","Zyklische Konsumgüter ","Aktien","23.653.789,88","0,04","23.653.789,88","56.668,00","417,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TXT","TEXTRON INC","Industrie","Aktien","23.636.394,00","0,04","23.636.394,00","340.092,00","69,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"QRVO","QORVO INC","IT","Aktien","23.384.436,60","0,04","23.384.436,60","170.814,00","136,90","Vereinigte Staaten","NASDAQ","USD"
"CE","CELANESE CORP","Materialien","Aktien","23.056.631,19","0,04","23.056.631,19","168.039,00","137,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LVS","LAS VEGAS SANDS CORP","Zyklische Konsumgüter ","Aktien","23.024.970,04","0,04","23.024.970,04","528.338,00","43,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FMC","FMC CORP","Materialien","Aktien","22.871.764,20","0,04","22.871.764,20","199.058,00","114,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CAH","CARDINAL HEALTH INC","Gesundheitsversorgung","Aktien","22.821.347,84","0,04","22.821.347,84","434.858,00","52,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Aktien","22.798.094,34","0,04","22.798.094,34","58.037,00","392,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KIM","KIMCO REALTY REIT CORP","Immobilien","Aktien","22.648.913,52","0,04","22.648.913,52","950.836,00","23,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SJM","JM SMUCKER","Nichtzyklische Konsumgüter","Aktien","22.502.120,55","0,04","22.502.120,55","168.215,00","133,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Gesundheitsversorgung","Aktien","22.444.551,61","0,04","22.444.551,61","77.387,00","290,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AVY","AVERY DENNISON CORP","Materialien","Aktien","22.298.254,60","0,04","22.298.254,60","127.945,00","174,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CEG","CONSTELLATION ENERGY CORP","Versorger","Aktien","22.295.796,48","0,04","22.295.796,48","503.064,00","44,32","Vereinigte Staaten","NASDAQ","USD"
"IEX","IDEX CORP","Industrie","Aktien","22.140.745,47","0,04","22.140.745,47","117.153,00","188,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Aktien","22.111.804,00","0,04","22.111.804,00","58.652,00","377,00","Vereinigte Staaten","NASDAQ","USD"
"SEDG","SOLAREDGE TECHNOLOGIES INC","IT","Aktien","21.994.593,76","0,04","21.994.593,76","81.104,00","271,19","Vereinigte Staaten","NASDAQ","USD"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrie","Aktien","21.950.559,82","0,04","21.950.559,82","498.197,00","44,06","Vereinigte Staaten","NASDAQ","USD"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Kommunikation","Aktien","21.906.483,48","0,04","21.906.483,48","605.486,00","36,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BBWI","BATH AND BODY WORKS INC","Zyklische Konsumgüter ","Aktien","21.771.458,00","0,04","21.771.458,00","409.700,00","53,14","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABMD","ABIOMED INC","Gesundheitsversorgung","Aktien","21.578.931,36","0,04","21.578.931,36","70.308,00","306,92","Vereinigte Staaten","NASDAQ","USD"
"LNT","ALLIANT ENERGY CORP","Versorger","Aktien","21.544.963,09","0,04","21.544.963,09","385.213,00","55,93","Vereinigte Staaten","NASDAQ","USD"
"AES","AES CORP","Versorger","Aktien","21.443.543,92","0,04","21.443.543,92","1.025.026,00","20,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATO","ATMOS ENERGY CORP","Versorger","Aktien","21.406.500,50","0,04","21.406.500,50","204.358,00","104,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EVRG","EVERGY INC","Versorger","Aktien","21.401.781,57","0,04","21.401.781,57","353.223,00","60,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PKG","PACKAGING CORP OF AMERICA","Materialien","Aktien","21.204.609,53","0,04","21.204.609,53","145.247,00","145,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MAS","MASCO CORP","Industrie","Aktien","21.032.225,10","0,04","21.032.225,10","379.986,00","55,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LDOS","LEIDOS HOLDINGS INC","Industrie","Aktien","20.770.432,76","0,04","20.770.432,76","217.537,00","95,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOXA","FOX CORP CLASS A","Kommunikation","Aktien","20.569.789,26","0,04","20.569.789,26","503.298,00","40,87","Vereinigte Staaten","NASDAQ","USD"
"HWM","HOWMET AEROSPACE INC","Industrie","Aktien","20.536.721,10","0,04","20.536.721,10","597.345,00","34,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HRL","HORMEL FOODS CORP","Nichtzyklische Konsumgüter","Aktien","20.428.656,25","0,04","20.428.656,25","434.375,00","47,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RHI","ROBERT HALF","Industrie","Aktien","20.423.844,96","0,04","20.423.844,96","174.742,00","116,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Immobilien","Aktien","20.368.657,96","0,04","20.368.657,96","1.101.604,00","18,49","Vereinigte Staaten","NASDAQ","USD"
"IRM","IRON MOUNTAIN INC","Immobilien","Aktien","20.311.662,14","0,04","20.311.662,14","447.098,00","45,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BIO","BIO RAD LABORATORIES INC CLASS A","Gesundheitsversorgung","Aktien","19.897.797,50","0,04","19.897.797,50","33.250,00","598,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrie","Aktien","19.696.565,20","0,04","19.696.565,20","204.746,00","96,20","Vereinigte Staaten","NASDAQ","USD"
"INCY","INCYTE CORP","Gesundheitsversorgung","Aktien","19.678.348,80","0,03","19.678.348,80","290.070,00","67,84","Vereinigte Staaten","NASDAQ","USD"
"CTXS","CITRIX SYSTEMS INC","IT","Aktien","19.539.179,07","0,03","19.539.179,07","191.167,00","102,21","Vereinigte Staaten","NASDAQ","USD"
"AAP","ADVANCE AUTO PARTS INC","Zyklische Konsumgüter ","Aktien","19.522.346,58","0,03","19.522.346,58","97.218,00","200,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","IT","Aktien","19.426.585,89","0,03","19.426.585,89","114.227,00","170,07","Vereinigte Staaten","NASDAQ","USD"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Aktien","19.410.764,94","0,03","19.410.764,94","165.522,00","117,27","Vereinigte Staaten","Cboe BZX formerly known as BATS","USD"
"LKQ","LKQ CORP","Zyklische Konsumgüter ","Aktien","19.092.779,49","0,03","19.092.779,49","415.693,00","45,93","Vereinigte Staaten","NASDAQ","USD"
"WRB","WR BERKLEY CORP","Financials","Aktien","18.918.025,40","0,03","18.918.025,40","215.836,00","87,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"XRAY","DENTSPLY SIRONA INC","Gesundheitsversorgung","Aktien","18.832.301,04","0,03","18.832.301,04","334.618,00","56,28","Vereinigte Staaten","NASDAQ","USD"
"CMA","COMERICA INC","Financials","Aktien","18.735.693,36","0,03","18.735.693,36","205.932,00","90,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HAS","HASBRO INC","Zyklische Konsumgüter ","Aktien","18.642.522,60","0,03","18.642.522,60","200.070,00","93,18","Vereinigte Staaten","NASDAQ","USD"
"WHR","WHIRLPOOL CORP","Zyklische Konsumgüter ","Aktien","18.565.502,40","0,03","18.565.502,40","93.680,00","198,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NDSN","NORDSON CORP","Industrie","Aktien","18.505.506,76","0,03","18.505.506,76","83.486,00","221,66","Vereinigte Staaten","NASDAQ","USD"
"FFIV","F5 INC","IT","Aktien","18.476.809,45","0,03","18.476.809,45","93.115,00","198,43","Vereinigte Staaten","NASDAQ","USD"
"L","LOEWS CORP","Financials","Aktien","18.438.444,00","0,03","18.438.444,00","312.516,00","59,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HSIC","HENRY SCHEIN INC","Gesundheitsversorgung","Aktien","18.397.750,54","0,03","18.397.750,54","219.073,00","83,98","Vereinigte Staaten","NASDAQ","USD"
"WRK","WESTROCK","Materialien","Aktien","18.248.076,27","0,03","18.248.076,27","409.977,00","44,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BFB","BROWN FORMAN CORP CLASS B","Nichtzyklische Konsumgüter","Aktien","18.228.350,80","0,03","18.228.350,80","282.260,00","64,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PHM","PULTEGROUP INC","Zyklische Konsumgüter ","Aktien","18.210.471,30","0,03","18.210.471,30","390.615,00","46,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"APA","APA CORP","Energie","Aktien","18.125.102,25","0,03","18.125.102,25","560.975,00","32,31","Vereinigte Staaten","NASDAQ","USD"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Industrie","Aktien","18.057.390,75","0,03","18.057.390,75","212.315,00","85,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PTC","PTC INC","IT","Aktien","17.925.652,55","0,03","17.925.652,55","163.183,00","109,85","Vereinigte Staaten","NASDAQ","USD"
"RE","EVEREST RE GROUP LTD","Financials","Aktien","17.873.905,50","0,03","17.873.905,50","61.317,00","291,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LNC","LINCOLN NATIONAL CORP","Financials","Aktien","17.345.248,56","0,03","17.345.248,56","262.092,00","66,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NI","NISOURCE INC","Versorger","Aktien","17.202.712,58","0,03","17.202.712,58","607.226,00","28,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SNA","SNAP ON INC","Industrie","Aktien","17.014.334,15","0,03","17.014.334,15","83.017,00","204,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JNPR","JUNIPER NETWORKS INC","IT","Aktien","17.002.339,90","0,03","17.002.339,90","504.970,00","33,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AAL","AMERICAN AIRLINES GROUP INC","Industrie","Aktien","16.958.761,92","0,03","16.958.761,92","999.927,00","16,96","Vereinigte Staaten","NASDAQ","USD"
"TPR","TAPESTRY INC","Zyklische Konsumgüter ","Aktien","16.826.738,72","0,03","16.826.738,72","429.692,00","39,16","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZION","ZIONS BANCORPORATION","Financials","Aktien","16.167.562,55","0,03","16.167.562,55","241.415,00","66,97","Vereinigte Staaten","NASDAQ","USD"
"REG","REGENCY CENTERS REIT CORP","Immobilien","Aktien","15.917.222,40","0,03","15.917.222,40","241.536,00","65,90","Vereinigte Staaten","NASDAQ","USD"
"ALLE","ALLEGION PLC","Industrie","Aktien","15.476.928,60","0,03","15.476.928,60","138.558,00","111,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SEE","SEALED AIR CORP","Materialien","Aktien","15.394.522,20","0,03","15.394.522,20","230.595,00","66,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Gesundheitsversorgung","Aktien","15.388.474,53","0,03","15.388.474,53","112.827,00","136,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
