Fondsposition per,"03.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"HEI","HEICO CORP","Industrie","Aktien","4.864.314,96","0,01","4.864.314,96","35.976,00","135,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SOF","SOFINA SA","Financials","Aktien","4.801.133,42","0,01","4.801.133,42","11.953,00","401,67","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"EDPR","EDP RENOVAVEIS SA","Versorger","Aktien","4.798.352,05","0,01","4.798.352,05","229.151,00","20,94","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"ANTO","ANTOFAGASTA PLC","Materialien","Aktien","4.785.332,72","0,01","4.785.332,72","279.363,00","17,13","Vereinigtes Königreich","London Stock Exchange","GBP"
"K","KINROSS GOLD CORP","Materialien","Aktien","4.787.946,06","0,01","4.787.946,06","887.660,00","5,39","Kanada","Toronto Stock Exchange","CAD"
"9502","CHUBU ELECTRIC POWER INC","Versorger","Aktien","4.779.370,51","0,01","4.779.370,51","480.425,00","9,95","Japan","Tokyo Stock Exchange","JPY"
"FR","VALEO","Zyklische Konsumgüter ","Aktien","4.770.870,42","0,01","4.770.870,42","165.030,00","28,91","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"QBR.B","QUEBECOR INC CLASS B","Kommunikation","Aktien","4.757.087,07","0,01","4.757.087,07","198.371,00","23,98","Kanada","Toronto Stock Exchange","CAD"
"BN4","KEPPEL LTD","Industrie","Aktien","4.754.451,43","0,01","4.754.451,43","1.111.260,00","4,28","Singapur","Singapore Exchange","SGD"
"1821","ESR CAYMAN LTD","Immobilien","Aktien","4.743.552,95","0,01","4.743.552,95","1.408.266,00","3,37","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALA","ALTAGAS LTD","Versorger","Aktien","4.733.848,28","0,01","4.733.848,28","227.300,00","20,83","Kanada","Toronto Stock Exchange","CAD"
"9005","TOKYU CORP","Industrie","Aktien","4.718.290,23","0,01","4.718.290,23","357.591,00","13,19","Japan","Tokyo Stock Exchange","JPY"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Zyklische Konsumgüter ","Aktien","4.713.863,44","0,01","4.713.863,44","82.224,00","57,33","Vereinigtes Königreich","London Stock Exchange","GBP"
"CYBR","CYBER ARK SOFTWARE LTD","IT","Aktien","4.705.902,01","0,01","4.705.902,01","35.713,00","131,77","Israel","NASDAQ","USD"
"6965","HAMAMATSU PHOTONICS","IT","Aktien","4.703.685,97","0,01","4.703.685,97","93.500,00","50,31","Japan","Tokyo Stock Exchange","JPY"
"4042","TOSOH CORP","Materialien","Aktien","4.694.629,88","0,01","4.694.629,88","298.500,00","15,73","Japan","Tokyo Stock Exchange","JPY"
"MPL","MEDIBANK PRIVATE LTD","Financials","Aktien","4.694.178,47","0,01","4.694.178,47","2.077.767,00","2,26","Australien","Asx - All Markets","AUD"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Immobilien","Aktien","4.692.360,85","0,01","4.692.360,85","3.378,00","1.389,09","Japan","Tokyo Stock Exchange","JPY"
"KINV B","KINNEVIK CLASS B","Financials","Aktien","4.663.578,53","0,01","4.663.578,53","168.258,00","27,72","Schweden","Nasdaq Omx Nordic","SEK"
"PTON","PELOTON INTERACTIVE CLASS A INC","Zyklische Konsumgüter ","Aktien","4.663.881,25","0,01","4.663.881,25","192.325,00","24,25","Vereinigte Staaten","NASDAQ","USD"
"WTC","WISETECHGLOBAL PTY LTD","IT","Aktien","4.659.477,13","0,01","4.659.477,13","153.022,00","30,45","Australien","Asx - All Markets","AUD"
"6146","DISCO CORP","IT","Aktien","4.652.247,70","0,01","4.652.247,70","16.600,00","280,26","Japan","Tokyo Stock Exchange","JPY"
"GFC","GECINA SA","Immobilien","Aktien","4.606.084,10","0,01","4.606.084,10","34.145,00","134,90","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"NVCR","NOVOCURE LTD","Gesundheitsversorgung","Aktien","4.606.036,72","0,01","4.606.036,72","66.446,00","69,32","Vereinigte Staaten","NASDAQ","USD"
"TEN","TENARIS SA","Energie","Aktien","4.585.235,07","0,01","4.585.235,07","358.729,00","12,78","Italien","Borsa Italiana","EUR"
"EDF","ELECTRICITE DE FRANCE SA","Versorger","Aktien","4.573.713,67","0,01","4.573.713,67","476.097,00","9,61","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"2002","NISSHIN SEIFUN GROUP INC","Nichtzyklische Konsumgüter","Aktien","4.568.134,38","0,01","4.568.134,38","321.800,00","14,20","Japan","Tokyo Stock Exchange","JPY"
"1803","SHIMIZU CORP","Industrie","Aktien","4.536.443,88","0,01","4.536.443,88","668.224,00","6,79","Japan","Tokyo Stock Exchange","JPY"
"4751","CYBER AGENT INC","Kommunikation","Aktien","4.510.835,98","0,01","4.510.835,98","363.700,00","12,40","Japan","Tokyo Stock Exchange","JPY"
"EDV","ENDEAVOUR GROUP LTD","Nichtzyklische Konsumgüter","Aktien","4.494.409,23","0,01","4.494.409,23","999.416,00","4,50","Australien","Asx - All Markets","AUD"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Zyklische Konsumgüter ","Aktien","4.497.422,86","0,01","4.497.422,86","103.140,00","43,61","Japan","Tokyo Stock Exchange","JPY"
"LI","KLEPIERRE REIT SA","Immobilien","Aktien","4.492.993,14","0,01","4.492.993,14","172.520,00","26,04","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"WIX","WIX.COM LTD","IT","Aktien","4.482.475,20","0,01","4.482.475,20","40.992,00","109,35","Israel","NASDAQ","USD"
"H78","HONGKONG LAND HOLDINGS LTD","Immobilien","Aktien","4.426.340,70","0,01","4.426.340,70","776.551,00","5,70","Hongkong","Singapore Exchange","USD"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gesundheitsversorgung","Aktien","4.413.581,36","0,01","4.413.581,36","79.638,00","55,42","Italien","Borsa Italiana","EUR"
"X","TMX GROUP LTD","Financials","Aktien","4.410.003,64","0,01","4.410.003,64","44.958,00","98,09","Kanada","Toronto Stock Exchange","CAD"
"9503","KANSAI ELECTRIC POWER INC","Versorger","Aktien","4.409.049,31","0,01","4.409.049,31","473.880,00","9,30","Japan","Tokyo Stock Exchange","JPY"
"4768","OTSUKA CORP","IT","Aktien","4.396.149,27","0,01","4.396.149,27","118.986,00","36,95","Japan","Tokyo Stock Exchange","JPY"
"FOX","FOX CORP CLASS B","Kommunikation","Aktien","4.358.356,10","0,01","4.358.356,10","116.378,00","37,45","Vereinigte Staaten","NASDAQ","USD"
"GJF","GJENSIDIGE FORSIKRING","Financials","Aktien","4.359.283,99","0,01","4.359.283,99","174.082,00","25,04","Norwegen","Oslo Bors Asa","NOK"
"TWE","TREASURY WINE ESTATES LTD","Nichtzyklische Konsumgüter","Aktien","4.356.138,87","0,01","4.356.138,87","564.160,00","7,72","Australien","Asx - All Markets","AUD"
"IAG","IA FINANCIAL INC","Financials","Aktien","4.345.722,55","0,01","4.345.722,55","66.612,00","65,24","Kanada","Toronto Stock Exchange","CAD"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrie","Aktien","4.345.722,68","0,01","4.345.722,68","1.565.800,00","2,78","Singapur","Singapore Exchange","SGD"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Zyklische Konsumgüter ","Aktien","4.337.296,49","0,01","4.337.296,49","309.140,00","14,03","Japan","Tokyo Stock Exchange","JPY"
"ONEX","ONEX CORP","Financials","Aktien","4.333.734,53","0,01","4.333.734,53","60.551,00","71,57","Kanada","Toronto Stock Exchange","CAD"
"3436","SUMCO CORP","IT","Aktien","4.298.272,34","0,01","4.298.272,34","232.400,00","18,50","Japan","Tokyo Stock Exchange","JPY"
"HL.","HARGREAVES LANSDOWN PLC","Financials","Aktien","4.300.994,52","0,01","4.300.994,52","233.292,00","18,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"UHAL","AMERCO","Industrie","Aktien","4.269.809,52","0,01","4.269.809,52","7.092,00","602,06","Vereinigte Staaten","NASDAQ","USD"
"LUN","LUNDIN MINING CORP","Materialien","Aktien","4.261.576,61","0,01","4.261.576,61","510.785,00","8,34","Kanada","Toronto Stock Exchange","CAD"
"3064","MONOTARO LTD","Industrie","Aktien","4.248.608,73","0,01","4.248.608,73","260.900,00","16,28","Japan","Tokyo Stock Exchange","JPY"
"ALD","AMPOL LTD","Energie","Aktien","4.238.191,94","0,01","4.238.191,94","195.836,00","21,64","Australien","Asx - All Markets","AUD"
"ORI","ORICA LTD","Materialien","Aktien","4.239.449,42","0,01","4.239.449,42","405.312,00","10,46","Australien","Asx - All Markets","AUD"
"COV","COVIVIO SA","Immobilien","Aktien","4.224.408,55","0,01","4.224.408,55","50.230,00","84,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"6383","DAIFUKU LTD","Industrie","Aktien","4.219.644,02","0,01","4.219.644,02","62.800,00","67,19","Japan","Tokyo Stock Exchange","JPY"
"6823","HKT TRUST AND HKT UNITS LTD","Kommunikation","Aktien","4.220.721,95","0,01","4.220.721,95","3.097.223,00","1,36","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"GRF","GRIFOLS SA CLASS A","Gesundheitsversorgung","Aktien","4.196.301,31","0,01","4.196.301,31","239.669,00","17,51","Spanien","Bolsa De Madrid","EUR"
"AFRM","AFFIRM HOLDINGS INC CLASS A","IT","Aktien","4.179.925,43","0,01","4.179.925,43","72.707,00","57,49","Vereinigte Staaten","NASDAQ","USD"
"AMP","AMPLIFON","Gesundheitsversorgung","Aktien","4.161.683,17","0,01","4.161.683,17","98.487,00","42,26","Italien","Borsa Italiana","EUR"
"IVN","IVANHOE MINES LTD CLASS A","Materialien","Aktien","4.154.901,90","0,01","4.154.901,90","483.379,00","8,60","Kanada","Toronto Stock Exchange","CAD"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Aktien","4.149.511,08","0,01","4.149.511,08","358.644,00","11,57","Vereinigte Staaten","NASDAQ","USD"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Aktien","4.143.814,21","0,01","4.143.814,21","108.303,00","38,26","Israel","Tel Aviv Stock Exchange","ILS"
"288","WH GROUP LTD","Nichtzyklische Konsumgüter","Aktien","4.127.651,38","0,01","4.127.651,38","6.186.000,00","0,67","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BC8","BECHTLE AG","IT","Aktien","4.117.209,99","0,01","4.117.209,99","69.055,00","59,62","Deutschland","Xetra","EUR"
"IPGP","IPG PHOTONICS CORP","IT","Aktien","4.107.922,74","0,01","4.107.922,74","27.873,00","147,38","Vereinigte Staaten","NASDAQ","USD"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Kommunikation","Aktien","4.104.984,31","0,01","4.104.984,31","70.691,00","58,07","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"8954","ORIX JREIT REIT INC","Immobilien","Aktien","4.087.335,39","0,01","4.087.335,39","2.792,00","1.463,95","Japan","Tokyo Stock Exchange","JPY"
"7752","RICOH LTD","IT","Aktien","4.071.104,05","0,01","4.071.104,05","470.100,00","8,66","Japan","Tokyo Stock Exchange","JPY"
"SDR","SCHRODERS PLC","Financials","Aktien","4.069.367,78","0,01","4.069.367,78","88.350,00","46,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"7951","YAMAHA CORP","Zyklische Konsumgüter ","Aktien","4.051.525,31","0,01","4.051.525,31","87.500,00","46,30","Japan","Tokyo Stock Exchange","JPY"
"AKRBP","AKER BP","Energie","Aktien","4.050.197,56","0,01","4.050.197,56","121.042,00","33,46","Norwegen","Oslo Bors Asa","NOK"
"CLN","CLARIANT AG","Materialien","Aktien","4.034.579,96","0,01","4.034.579,96","187.231,00","21,55","Schweiz","SIX Swiss Exchange","CHF"
"TIT","TELECOM ITALIA","Kommunikation","Aktien","3.991.467,16","0,01","3.991.467,16","8.206.386,00","0,49","Italien","Borsa Italiana","EUR"
"SPK","SPARK NEW ZEALAND LTD","Kommunikation","Aktien","3.968.078,48","0,01","3.968.078,48","1.330.705,00","2,98","Neuseeland","New Zealand Exchange Ltd","NZD"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Aktien","3.957.761,03","0,01","3.957.761,03","437.653,00","9,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"EO","FAURECIA","Zyklische Konsumgüter ","Aktien","3.954.311,99","0,01","3.954.311,99","85.179,00","46,42","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CLVT","CLARIVATE PLC","Industrie","Aktien","3.942.347,95","0,01","3.942.347,95","266.195,00","14,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8473","SBI HOLDINGS INC","Financials","Aktien","3.926.776,62","0,01","3.926.776,62","148.900,00","26,37","Japan","Tokyo Stock Exchange","JPY"
"7259","AISIN CORP","Zyklische Konsumgüter ","Aktien","3.901.692,68","0,01","3.901.692,68","99.398,00","39,25","Japan","Tokyo Stock Exchange","JPY"
"5332","TOTO LTD","Industrie","Aktien","3.903.866,49","0,01","3.903.866,49","93.057,00","41,95","Japan","Tokyo Stock Exchange","JPY"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aktien","3.892.975,97","0,01","3.892.975,97","122.029,00","31,90","Schweden","Nasdaq Omx Nordic","SEK"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrie","Aktien","3.873.009,79","0,01","3.873.009,79","122.907,00","31,51","Kanada","Toronto Stock Exchange","CAD"
"AZJ","AURIZON HOLDINGS LTD","Industrie","Aktien","3.844.362,86","0,01","3.844.362,86","1.469.155,00","2,62","Australien","Asx - All Markets","AUD"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","3.822.883,71","0,01","3.822.883,71","86.510,00","44,19","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"4612","NIPPON PAINT HOLDINGS LTD","Materialien","Aktien","3.802.788,63","0,01","3.802.788,63","498.200,00","7,63","Japan","Tokyo Stock Exchange","JPY"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Industrie","Aktien","3.803.163,59","0,01","3.803.163,59","183.072,00","20,77","Spanien","Bolsa De Madrid","EUR"
"BOL","BOLLORE","Kommunikation","Aktien","3.787.186,81","0,01","3.787.186,81","672.547,00","5,63","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"1812","KAJIMA CORP","Industrie","Aktien","3.789.284,09","0,01","3.789.284,09","313.667,00","12,08","Japan","Tokyo Stock Exchange","JPY"
"V03","VENTURE CORPORATION LTD","IT","Aktien","3.790.192,34","0,01","3.790.192,34","287.300,00","13,19","Singapur","Singapore Exchange","SGD"
"SCHN","SCHINDLER HOLDING AG","Industrie","Aktien","3.772.603,58","0,01","3.772.603,58","14.852,00","254,01","Schweiz","SIX Swiss Exchange","CHF"
"SAP","SAPUTO INC","Nichtzyklische Konsumgüter","Aktien","3.750.274,00","0,01","3.750.274,00","167.514,00","22,39","Kanada","Toronto Stock Exchange","CAD"
"EMP.A","EMPIRE LTD CLASS A","Nichtzyklische Konsumgüter","Aktien","3.727.124,56","0,01","3.727.124,56","118.485,00","31,46","Kanada","Toronto Stock Exchange","CAD"
"2267","YAKULT HONSHA LTD","Nichtzyklische Konsumgüter","Aktien","3.724.130,73","0,01","3.724.130,73","72.400,00","51,44","Japan","Tokyo Stock Exchange","JPY"
"2127","NIHON M&A CENTER HOLDINGS INC","Industrie","Aktien","3.718.435,09","0,01","3.718.435,09","246.100,00","15,11","Japan","Tokyo Stock Exchange","JPY"
"LXS","LANXESS AG","Materialien","Aktien","3.715.598,46","0,01","3.715.598,46","60.109,00","61,81","Deutschland","Xetra","EUR"
"4912","LION CORP","Nichtzyklische Konsumgüter","Aktien","3.708.626,14","0,01","3.708.626,14","280.700,00","13,21","Japan","Tokyo Stock Exchange","JPY"
"VOLV A","VOLVO CLASS A","Industrie","Aktien","3.689.224,61","0,01","3.689.224,61","159.378,00","23,15","Schweden","Nasdaq Omx Nordic","SEK"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrie","Aktien","3.679.408,71","0,01","3.679.408,71","972.000,00","3,79","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4536","SANTEN PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","3.673.242,53","0,01","3.673.242,53","324.644,00","11,31","Japan","Tokyo Stock Exchange","JPY"
"7261","MAZDA MOTOR CORP","Zyklische Konsumgüter ","Aktien","3.638.220,11","0,01","3.638.220,11","468.100,00","7,77","Japan","Tokyo Stock Exchange","JPY"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","3.629.947,39","0,01","3.629.947,39","30.957,00","117,26","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"REA","REA GROUP LTD","Kommunikation","Aktien","3.621.604,32","0,01","3.621.604,32","35.170,00","102,97","Australien","Asx - All Markets","AUD"
"AMUN","AMUNDI SA","Financials","Aktien","3.610.817,03","0,01","3.610.817,03","46.101,00","78,32","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"INDU A","INDUSTRIVARDEN A","Financials","Aktien","3.594.652,06","0,01","3.594.652,06","114.329,00","31,44","Schweden","Nasdaq Omx Nordic","SEK"
"JD.","JD SPORTS FASHION PLC","Zyklische Konsumgüter ","Aktien","3.588.617,86","0,01","3.588.617,86","1.430.579,00","2,51","Vereinigtes Königreich","London Stock Exchange","GBP"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrie","Aktien","3.569.707,12","0,01","3.569.707,12","120.100,00","29,72","Japan","Tokyo Stock Exchange","JPY"
"DMP","DOMINOS PIZZA ENTERPRISES LTD","Zyklische Konsumgüter ","Aktien","3.568.643,60","0,01","3.568.643,60","48.306,00","73,88","Australien","Asx - All Markets","AUD"
"4185","JSR CORP","Materialien","Aktien","3.527.081,25","0,01","3.527.081,25","114.800,00","30,72","Japan","Tokyo Stock Exchange","JPY"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Versorger","Aktien","3.498.555,20","0,01","3.498.555,20","1.132.300,00","3,09","Japan","Tokyo Stock Exchange","JPY"
"BMW3","BMW PREF AG","Zyklische Konsumgüter ","Aktien","3.494.277,12","0,01","3.494.277,12","39.287,00","88,94","Deutschland","Xetra","EUR"
"3283","NIPPON PROLOGIS REIT INC","Immobilien","Aktien","3.495.156,45","0,01","3.495.156,45","1.136,00","3.076,72","Japan","Tokyo Stock Exchange","JPY"
"NEM","NEMETSCHEK","IT","Aktien","3.487.111,32","0,01","3.487.111,32","37.959,00","91,87","Deutschland","Xetra","EUR"
"SIRI","SIRIUS XM HOLDINGS INC","Kommunikation","Aktien","3.470.360,98","0,01","3.470.360,98","520.294,00","6,67","Vereinigte Staaten","NASDAQ","USD"
"RCO","REMY COINTREAU SA","Nichtzyklische Konsumgüter","Aktien","3.461.379,54","0,01","3.461.379,54","16.212,00","213,51","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Aktien","3.431.586,77","0,01","3.431.586,77","110.923,00","30,94","Schweden","Nasdaq Omx Nordic","SEK"
"EVK","EVONIK INDUSTRIES AG","Materialien","Aktien","3.425.551,14","0,01","3.425.551,14","102.925,00","33,28","Deutschland","Xetra","EUR"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Immobilien","Aktien","3.399.841,37","0,01","3.399.841,37","835.814,00","4,07","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"REH","REECE LTD","Industrie","Aktien","3.398.323,58","0,01","3.398.323,58","231.865,00","14,66","Australien","Asx - All Markets","AUD"
"DISCA","DISCOVERY INC SERIES A","Kommunikation","Aktien","3.385.591,11","0,01","3.385.591,11","117.027,00","28,93","Vereinigte Staaten","NASDAQ","USD"
"ICL","ICL GROUP LTD","Materialien","Aktien","3.374.864,45","0,01","3.374.864,45","352.130,00","9,58","Israel","Tel Aviv Stock Exchange","ILS"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Aktien","3.373.309,28","0,01","3.373.309,28","65.619,00","51,41","Schweden","Nasdaq Omx Nordic","SEK"
"EVN","EVOLUTION MINING LTD","Materialien","Aktien","3.371.373,34","0,01","3.371.373,34","1.306.243,00","2,58","Australien","Asx - All Markets","AUD"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrie","Aktien","3.364.996,09","0,01","3.364.996,09","668.108,00","5,04","Neuseeland","New Zealand Exchange Ltd","NZD"
"3626","TIS INC","IT","Aktien","3.342.843,47","0,01","3.342.843,47","127.600,00","26,20","Japan","Tokyo Stock Exchange","JPY"
"AM","DASSAULT AVIATION SA","Industrie","Aktien","3.334.965,89","0,01","3.334.965,89","27.504,00","121,25","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LIFCO B","LIFCO CLASS B","Industrie","Aktien","3.328.764,27","0,01","3.328.764,27","140.542,00","23,69","Schweden","Nasdaq Omx Nordic","SEK"
"CU","CANADIAN UTILITIES LTD CLASS A","Versorger","Aktien","3.308.213,00","0,01","3.308.213,00","116.209,00","28,47","Kanada","Toronto Stock Exchange","CAD"
"BANB","BACHEM HOLDING AG","Gesundheitsversorgung","Aktien","3.303.541,38","0,01","3.303.541,38","5.509,00","599,66","Schweiz","SIX Swiss Exchange","CHF"
"7182","JAPAN POST BANK LTD","Financials","Aktien","3.295.365,33","0,01","3.295.365,33","333.000,00","9,90","Japan","Tokyo Stock Exchange","JPY"
"AVV","AVEVA GROUP PLC","IT","Aktien","3.292.792,94","0,01","3.292.792,94","83.884,00","39,25","Vereinigtes Königreich","London Stock Exchange","GBP"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Aktien","3.281.014,84","0,01","3.281.014,84","782.100,00","4,20","Japan","Tokyo Stock Exchange","JPY"
"FDJ","LA FRANCAISE DES JEUX SA","Zyklische Konsumgüter ","Aktien","3.275.830,41","0,01","3.275.830,41","79.214,00","41,35","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"7453","RYOHIN KEIKAKU LTD","Zyklische Konsumgüter ","Aktien","3.255.367,07","0,01","3.255.367,07","215.950,00","15,07","Japan","Tokyo Stock Exchange","JPY"
"ELI","ELIA GROUP SA","Versorger","Aktien","3.210.370,71","0,01","3.210.370,71","23.971,00","133,93","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"4062","IBIDEN LTD","IT","Aktien","3.200.191,48","0,01","3.200.191,48","59.400,00","53,88","Japan","Tokyo Stock Exchange","JPY"
"VOE","VOESTALPINE AG","Materialien","Aktien","3.185.892,39","0,01","3.185.892,39","92.950,00","34,28","Österreich","Wiener Boerse Ag","EUR"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","3.171.431,12","0,01","3.171.431,12","105.353,00","30,10","Schweden","Nasdaq Omx Nordic","SEK"
"3288","OPEN HOUSE GROUP LTD","Zyklische Konsumgüter ","Aktien","3.160.868,62","0,01","3.160.868,62","62.400,00","50,65","Japan","Tokyo Stock Exchange","JPY"
"JMAT","JOHNSON MATTHEY PLC","Materialien","Aktien","3.153.960,92","0,01","3.153.960,92","125.833,00","25,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"1801","TAISEI CORP","Industrie","Aktien","3.144.169,28","0,01","3.144.169,28","94.198,00","33,38","Japan","Tokyo Stock Exchange","JPY"
"EMBRAC B","EMBRACER GROUP","Kommunikation","Aktien","3.105.262,37","0,01","3.105.262,37","322.095,00","9,64","Schweden","Nasdaq Omx Nordic","SEK"
"ORNBV","ORION CLASS B","Gesundheitsversorgung","Aktien","3.085.648,61","0,01","3.085.648,61","75.872,00","40,67","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"VCX","VICINITY CENTRES","Immobilien","Aktien","3.080.660,88","0,01","3.080.660,88","2.619.403,00","1,18","Australien","Asx - All Markets","AUD"
"BCE","BCE INC","Kommunikation","Aktien","3.074.993,52","0,01","3.074.993,52","57.786,00","53,21","Kanada","Toronto Stock Exchange","CAD"
"ESLT","ELBIT SYSTEMS LTD","Industrie","Aktien","3.079.207,33","0,01","3.079.207,33","18.199,00","169,20","Israel","Tel Aviv Stock Exchange","ILS"
"3003","HULIC LTD","Immobilien","Aktien","3.062.731,35","0,01","3.062.731,35","326.734,00","9,37","Japan","Tokyo Stock Exchange","JPY"
"PROX","PROXIMUS NV","Kommunikation","Aktien","3.037.170,43","0,01","3.037.170,43","148.609,00","20,44","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"8331","CHIBA BANK LTD","Financials","Aktien","3.029.912,53","0,01","3.029.912,53","461.700,00","6,56","Japan","Tokyo Stock Exchange","JPY"
"C6L","SINGAPORE AIRLINES LTD","Industrie","Aktien","3.021.995,24","0,01","3.021.995,24","796.355,00","3,79","Singapur","Singapore Exchange","SGD"
"6806","HIROSE ELECTRIC LTD","IT","Aktien","3.017.655,25","0,01","3.017.655,25","20.650,00","146,13","Japan","Tokyo Stock Exchange","JPY"
"IEL","IDP EDUCATION PTY LTDINARY","Zyklische Konsumgüter ","Aktien","3.011.732,98","0,01","3.011.732,98","144.959,00","20,78","Australien","Asx - All Markets","AUD"
"1802","OBAYASHI CORP","Industrie","Aktien","3.009.012,89","0,01","3.009.012,89","368.572,00","8,16","Japan","Tokyo Stock Exchange","JPY"
"RAA","RATIONAL AG","Industrie","Aktien","2.999.771,84","0,01","2.999.771,84","3.641,00","823,89","Deutschland","Xetra","EUR"
"REE","RED ELECTRICA SA","Versorger","Aktien","2.989.293,15","0,01","2.989.293,15","146.923,00","20,35","Spanien","Bolsa De Madrid","EUR"
"KEY","KEYERA CORP","Energie","Aktien","2.986.026,93","0,01","2.986.026,93","125.425,00","23,81","Kanada","Toronto Stock Exchange","CAD"
"MF","WENDEL","Financials","Aktien","2.983.364,21","0,01","2.983.364,21","27.505,00","108,47","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CHWY","CHEWY INC CLASS A","Zyklische Konsumgüter ","Aktien","2.955.104,22","0,01","2.955.104,22","67.638,00","43,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"5019","IDEMITSU KOSAN LTD","Energie","Aktien","2.947.622,96","0,01","2.947.622,96","112.514,00","26,20","Japan","Tokyo Stock Exchange","JPY"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Kommunikation","Aktien","2.937.197,46","0,01","2.937.197,46","19.722,00","148,93","Vereinigte Staaten","NASDAQ","USD"
"7276","KOITO MANUFACTURING LTD","Zyklische Konsumgüter ","Aktien","2.927.333,65","0,01","2.927.333,65","57.200,00","51,18","Japan","Tokyo Stock Exchange","JPY"
"7205","HINO MOTORS LTD","Industrie","Aktien","2.896.460,25","0,01","2.896.460,25","311.600,00","9,30","Japan","Tokyo Stock Exchange","JPY"
"ROCK B","ROCKWOOL INTERNATIONAL B","Industrie","Aktien","2.894.948,37","0,01","2.894.948,37","7.819,00","370,25","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"9041","KINTETSU GROUP HOLDINGS LTD","Industrie","Aktien","2.885.234,34","0,01","2.885.234,34","99.400,00","29,03","Japan","Tokyo Stock Exchange","JPY"
"9766","KONAMI HOLDINGS CORP","Kommunikation","Aktien","2.878.314,55","0,01","2.878.314,55","53.773,00","53,53","Japan","Tokyo Stock Exchange","JPY"
"M44U","MAPLETREE LOGISTICS TRUST UNITS","Immobilien","Aktien","2.880.627,61","0,01","2.880.627,61","2.263.988,00","1,27","Singapur","Singapore Exchange","SGD"
"2897","NISSIN FOODS HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","2.870.664,52","0,01","2.870.664,52","39.500,00","72,68","Japan","Tokyo Stock Exchange","JPY"
