Fondsposition per,"03.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"FTNT","FORTINET INC","IT","Aktien","32.960.169,00","0,07","32.960.169,00","110.977,00","297,00","Vereinigte Staaten","NASDAQ","USD"
"GIS","GENERAL MILLS INC","Nichtzyklische Konsumgüter","Aktien","32.948.795,65","0,07","32.948.795,65","477.173,00","69,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DD","DUPONT DE NEMOURS INC","Materialien","Aktien","32.935.870,72","0,07","32.935.870,72","423.776,00","77,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXC","EXELON CORP","Versorger","Aktien","32.823.582,72","0,07","32.823.582,72","749.568,00","43,79","Vereinigte Staaten","NASDAQ","USD"
"BN","DANONE SA","Nichtzyklische Konsumgüter","Aktien","32.723.738,31","0,07","32.723.738,31","520.164,00","62,91","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CRG","CRH PLC","Materialien","Aktien","32.712.694,76","0,07","32.712.694,76","627.219,00","52,16","Irland","Irish Stock Exchange - All Market","EUR"
"CMG","CHIPOTLE MEXICAN GRILL INC","Zyklische Konsumgüter ","Aktien","32.513.844,72","0,07","32.513.844,72","22.463,00","1.447,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SRE","SEMPRA","Versorger","Aktien","32.292.736,58","0,07","32.292.736,58","235.679,00","137,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATCO A","ATLAS COPCO CLASS A","Industrie","Aktien","32.239.131,73","0,07","32.239.131,73","544.007,00","59,26","Schweden","Nasdaq Omx Nordic","SEK"
"6594","NIDEC CORP","Industrie","Aktien","32.212.019,67","0,07","32.212.019,67","370.100,00","87,04","Japan","Tokyo Stock Exchange","JPY"
"DSV","DSV","Industrie","Aktien","32.038.759,46","0,07","32.038.759,46","154.614,00","207,22","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Zyklische Konsumgüter ","Aktien","32.021.192,70","0,07","32.021.192,70","222.138,00","144,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VNA","VONOVIA SE","Immobilien","Aktien","32.012.257,35","0,07","32.012.257,35","559.192,00","57,25","Deutschland","Xetra","EUR"
"LULU","LULULEMON ATHLETICA INC","Zyklische Konsumgüter ","Aktien","31.869.855,55","0,07","31.869.855,55","96.473,00","330,35","Vereinigte Staaten","NASDAQ","USD"
"6981","MURATA MANUFACTURING LTD","IT","Aktien","31.720.299,82","0,07","31.720.299,82","432.018,00","73,42","Japan","Tokyo Stock Exchange","JPY"
"DXCM","DEXCOM INC","Gesundheitsversorgung","Aktien","31.602.809,29","0,07","31.602.809,29","75.473,00","418,73","Vereinigte Staaten","NASDAQ","USD"
"MFC","MANULIFE FINANCIAL CORP","Financials","Aktien","31.574.212,35","0,07","31.574.212,35","1.518.364,00","20,79","Kanada","Toronto Stock Exchange","CAD"
"SQ","BLOCK INC CLASS A","IT","Aktien","31.549.245,00","0,07","31.549.245,00","310.830,00","101,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PSX","PHILLIPS","Energie","Aktien","31.545.904,04","0,07","31.545.904,04","361.682,00","87,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PH","PARKER-HANNIFIN CORP","Industrie","Aktien","31.315.830,28","0,07","31.315.830,28","100.513,00","311,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EBAY","EBAY INC","Zyklische Konsumgüter ","Aktien","31.246.499,97","0,07","31.246.499,97","546.363,00","57,19","Vereinigte Staaten","NASDAQ","USD"
"CARR","CARRIER GLOBAL CORP","Industrie","Aktien","30.995.273,12","0,07","30.995.273,12","670.313,00","46,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NDA SE","NORDEA BANK","Financials","Aktien","30.962.110,16","0,07","30.962.110,16","2.583.123,00","11,99","Schweden","Nasdaq Omx Nordic","SEK"
"ALC","ALCON AG","Gesundheitsversorgung","Aktien","30.907.793,89","0,07","30.907.793,89","399.657,00","77,34","Schweiz","SIX Swiss Exchange","CHF"
"DLR","DIGITAL REALTY TRUST REIT INC","Immobilien","Aktien","30.845.451,00","0,07","30.845.451,00","209.833,00","147,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STLA","STELLANTIS NV","Zyklische Konsumgüter ","Aktien","30.674.600,62","0,07","30.674.600,62","1.546.351,00","19,84","Italien","Borsa Italiana","EUR"
"PPG","PPG INDUSTRIES INC","Materialien","Aktien","30.554.895,60","0,07","30.554.895,60","194.940,00","156,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SYY","SYSCO CORP","Nichtzyklische Konsumgüter","Aktien","30.460.845,03","0,07","30.460.845,03","384.461,00","79,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALGN","ALIGN TECHNOLOGY INC","Gesundheitsversorgung","Aktien","30.457.301,34","0,07","30.457.301,34","60.514,00","503,31","Vereinigte Staaten","NASDAQ","USD"
"3382","SEVEN & I HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","30.456.914,75","0,07","30.456.914,75","589.612,00","51,66","Japan","Tokyo Stock Exchange","JPY"
"8031","MITSUI LTD","Industrie","Aktien","30.434.004,79","0,06","30.434.004,79","1.215.192,00","25,04","Japan","Tokyo Stock Exchange","JPY"
"NTR","NUTRIEN LTD","Materialien","Aktien","30.320.044,95","0,06","30.320.044,95","420.206,00","72,16","Kanada","Toronto Stock Exchange","CAD"
"MCHP","MICROCHIP TECHNOLOGY INC","IT","Aktien","30.244.523,41","0,06","30.244.523,41","407.773,00","74,17","Vereinigte Staaten","NASDAQ","USD"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Zyklische Konsumgüter ","Aktien","30.197.921,90","0,06","30.197.921,90","145.531,00","207,50","Deutschland","Xetra","EUR"
"4568","DAIICHI SANKYO LTD","Gesundheitsversorgung","Aktien","29.903.930,05","0,06","29.903.930,05","1.412.171,00","21,18","Japan","Tokyo Stock Exchange","JPY"
"WBA","WALGREEN BOOTS ALLIANCE INC","Nichtzyklische Konsumgüter","Aktien","29.874.685,50","0,06","29.874.685,50","603.529,00","49,50","Vereinigte Staaten","NASDAQ","USD"
"INVE B","INVESTOR CLASS B","Financials","Aktien","29.866.333,12","0,06","29.866.333,12","1.358.162,00","21,99","Schweden","Nasdaq Omx Nordic","SEK"
"O","REALTY INCOME REIT CORP","Immobilien","Aktien","29.766.590,91","0,06","29.766.590,91","433.473,00","68,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Kommunikation","Aktien","29.741.160,19","0,06","29.741.160,19","1.023.700,00","29,05","Japan","Tokyo Stock Exchange","JPY"
"UCG","UNICREDIT","Financials","Aktien","29.663.956,38","0,06","29.663.956,38","1.726.321,00","17,18","Italien","Borsa Italiana","EUR"
"6954","FANUC CORP","Industrie","Aktien","29.574.107,92","0,06","29.574.107,92","150.151,00","196,96","Japan","Tokyo Stock Exchange","JPY"
"RMD","RESMED INC","Gesundheitsversorgung","Aktien","29.398.483,39","0,06","29.398.483,39","124.039,00","237,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPN","EXPERIAN PLC","Industrie","Aktien","29.385.722,79","0,06","29.385.722,79","699.601,00","42,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"ALL","ALLSTATE CORP","Financials","Aktien","29.367.609,57","0,06","29.367.609,57","241.371,00","121,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTVA","CORTEVA INC","Materialien","Aktien","29.364.677,99","0,06","29.364.677,99","605.083,00","48,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8001","ITOCHU CORP","Industrie","Aktien","29.294.247,30","0,06","29.294.247,30","916.602,00","31,96","Japan","Tokyo Stock Exchange","JPY"
"ATD","ALIMENTATION COUCHE TARD MULTI VOT","Nichtzyklische Konsumgüter","Aktien","29.206.040,22","0,06","29.206.040,22","699.720,00","41,74","Kanada","Toronto Stock Exchange","CAD"
"VLO","VALERO ENERGY CORP","Energie","Aktien","29.128.519,34","0,06","29.128.519,34","342.326,00","85,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"YUM","YUM BRANDS INC","Zyklische Konsumgüter ","Aktien","29.118.428,95","0,06","29.118.428,95","232.297,00","125,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TT","TRANE TECHNOLOGIES PLC","Industrie","Aktien","29.074.382,04","0,06","29.074.382,04","179.938,00","161,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STT","STATE STREET CORP","Financials","Aktien","28.919.130,31","0,06","28.919.130,31","297.859,00","97,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTD","METTLER TOLEDO INC","Gesundheitsversorgung","Aktien","28.917.374,72","0,06","28.917.374,72","19.336,00","1.495,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ENI","ENI","Energie","Aktien","28.843.468,25","0,06","28.843.468,25","1.901.152,00","15,17","Italien","Borsa Italiana","EUR"
"WMB","WILLIAMS INC","Energie","Aktien","28.811.807,01","0,06","28.811.807,01","950.571,00","30,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energie","Aktien","28.763.680,00","0,06","28.763.680,00","719.092,00","40,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ERIC B","ERICSSON B","IT","Aktien","28.754.641,88","0,06","28.754.641,88","2.282.791,00","12,60","Schweden","Nasdaq Omx Nordic","SEK"
"GIVN","GIVAUDAN SA","Materialien","Aktien","28.729.339,94","0,06","28.729.339,94","7.017,00","4.094,25","Schweiz","SIX Swiss Exchange","CHF"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Immobilien","Aktien","28.637.412,30","0,06","28.637.412,30","89.019,00","321,70","Vereinigte Staaten","NASDAQ","USD"
"9434","SOFTBANK CORP","Kommunikation","Aktien","28.559.362,90","0,06","28.559.362,90","2.278.700,00","12,53","Japan","Tokyo Stock Exchange","JPY"
"XEL","XCEL ENERGY INC","Versorger","Aktien","28.551.127,95","0,06","28.551.127,95","410.985,00","69,47","Vereinigte Staaten","NASDAQ","USD"
"PAYX","PAYCHEX INC","IT","Aktien","28.429.529,10","0,06","28.429.529,10","239.185,00","118,86","Vereinigte Staaten","NASDAQ","USD"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Aktien","28.385.901,77","0,06","28.385.901,77","472.872,00","60,03","Japan","Tokyo Stock Exchange","JPY"
"APTV","APTIV PLC","Zyklische Konsumgüter ","Aktien","28.315.220,82","0,06","28.315.220,82","214.737,00","131,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROST","ROSS STORES INC","Zyklische Konsumgüter ","Aktien","28.214.901,00","0,06","28.214.901,00","298.950,00","94,38","Vereinigte Staaten","NASDAQ","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Versorger","Aktien","28.172.097,35","0,06","28.172.097,35","419.915,00","67,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FERG","FERGUSON PLC","Industrie","Aktien","27.964.001,49","0,06","27.964.001,49","179.512,00","155,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"ADYEN","ADYEN NV","IT","Aktien","27.943.672,46","0,06","27.943.672,46","15.117,00","1.848,49","Niederlande","Euronext Amsterdam","EUR"
"BMW","BMW AG","Zyklische Konsumgüter ","Aktien","27.859.994,47","0,06","27.859.994,47","260.251,00","107,05","Deutschland","Xetra","EUR"
"CTAS","CINTAS CORP","Industrie","Aktien","27.855.917,04","0,06","27.855.917,04","72.338,00","385,08","Vereinigte Staaten","NASDAQ","USD"
"KKR","KKR AND CO INC","Financials","Aktien","27.787.430,79","0,06","27.787.430,79","391.869,00","70,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROK","ROCKWELL AUTOMATION INC","Industrie","Aktien","27.651.152,24","0,06","27.651.152,24","97.117,00","284,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CAP","CAPGEMINI","IT","Aktien","27.629.081,52","0,06","27.629.081,52","122.837,00","224,92","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SREN","SWISS RE AG","Financials","Aktien","27.627.291,72","0,06","27.627.291,72","249.610,00","110,68","Schweiz","SIX Swiss Exchange","CHF"
"WCN","WASTE CONNECTIONS INC","Industrie","Aktien","27.567.910,11","0,06","27.567.910,11","222.807,00","123,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OTIS","OTIS WORLDWIDE CORP","Industrie","Aktien","27.491.286,90","0,06","27.491.286,90","335.874,00","81,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMI","CUMMINS INC","Industrie","Aktien","27.476.343,00","0,06","27.476.343,00","120.908,00","227,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABX","BARRICK GOLD CORP","Materialien","Aktien","27.442.983,20","0,06","27.442.983,20","1.438.035,00","19,08","Kanada","Toronto Stock Exchange","CAD"
"4661","ORIENTAL LAND LTD","Zyklische Konsumgüter ","Aktien","27.436.259,19","0,06","27.436.259,19","155.400,00","176,55","Japan","Tokyo Stock Exchange","JPY"
"6902","DENSO CORP","Zyklische Konsumgüter ","Aktien","27.429.447,43","0,06","27.429.447,43","360.543,00","76,08","Japan","Tokyo Stock Exchange","JPY"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","IT","Aktien","27.425.530,53","0,06","27.425.530,53","160.731,00","170,63","Vereinigte Staaten","NASDAQ","USD"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Nichtzyklische Konsumgüter","Aktien","27.420.949,08","0,06","27.420.949,08","832.753,00","32,93","Niederlande","Euronext Amsterdam","EUR"
"NOKIA","NOKIA","IT","Aktien","27.344.681,32","0,06","27.344.681,32","4.632.456,00","5,90","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"GLW","CORNING INC","IT","Aktien","27.293.494,62","0,06","27.293.494,62","640.542,00","42,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobilien","Aktien","27.293.907,64","0,06","27.293.907,64","109.084,00","250,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMP","AMERIPRISE FINANCE INC","Financials","Aktien","27.178.956,75","0,06","27.178.956,75","89.331,00","304,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Aktien","27.092.395,44","0,06","27.092.395,44","233.676,00","115,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WELL","WELLTOWER INC","Immobilien","Aktien","27.020.312,40","0,06","27.020.312,40","326.490,00","82,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EQR","EQUITY RESIDENTIAL REIT","Immobilien","Aktien","26.985.711,24","0,06","26.985.711,24","294.636,00","91,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSU","CONSTELLATION SOFTWARE INC","IT","Aktien","26.974.862,98","0,06","26.974.862,98","16.234,00","1.661,63","Kanada","Toronto Stock Exchange","CAD"
"ABNB","AIRBNB INC CLASS A","Zyklische Konsumgüter ","Aktien","26.934.416,03","0,06","26.934.416,03","180.079,00","149,57","Vereinigte Staaten","NASDAQ","USD"
"SLF","SUN LIFE FINANCIAL INC","Financials","Aktien","26.816.231,97","0,06","26.816.231,97","467.882,00","57,31","Kanada","Toronto Stock Exchange","CAD"
"SIVB","SVB FINANCIAL GROUP","Financials","Aktien","26.794.227,82","0,06","26.794.227,82","44.582,00","601,01","Vereinigte Staaten","NASDAQ","USD"
"DSM","KONINKILIJKE DSM NV","Materialien","Aktien","26.662.999,57","0,06","26.662.999,57","140.764,00","189,42","Niederlande","Euronext Amsterdam","EUR"
"KMI","KINDER MORGAN INC","Energie","Aktien","26.522.765,17","0,06","26.522.765,17","1.535.771,00","17,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DB1","DEUTSCHE BOERSE AG","Financials","Aktien","26.500.276,56","0,06","26.500.276,56","150.374,00","176,23","Deutschland","Xetra","EUR"
"MNST","MONSTER BEVERAGE CORP","Nichtzyklische Konsumgüter","Aktien","26.489.140,16","0,06","26.489.140,16","307.727,00","86,08","Vereinigte Staaten","NASDAQ","USD"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Aktien","26.475.596,48","0,06","26.475.596,48","1.943.094,00","13,63","Japan","Tokyo Stock Exchange","JPY"
"VOLV B","VOLVO CLASS B","Industrie","Aktien","26.342.988,88","0,06","26.342.988,88","1.150.584,00","22,90","Schweden","Nasdaq Omx Nordic","SEK"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrie","Aktien","26.334.709,51","0,06","26.334.709,51","379.175,00","69,45","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"FITB","FIFTH THIRD BANCORP","Financials","Aktien","26.318.120,54","0,06","26.318.120,54","569.903,00","46,18","Vereinigte Staaten","NASDAQ","USD"
"TSCO","TESCO PLC","Nichtzyklische Konsumgüter","Aktien","26.213.241,75","0,06","26.213.241,75","6.483.375,00","4,04","Vereinigtes Königreich","London Stock Exchange","GBP"
"PCAR","PACCAR INC","Industrie","Aktien","26.176.788,40","0,06","26.176.788,40","276.010,00","94,84","Vereinigte Staaten","NASDAQ","USD"
"CBRE","CBRE GROUP INC CLASS A","Immobilien","Aktien","26.175.194,16","0,06","26.175.194,16","256.318,00","102,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NUE","NUCOR CORP","Materialien","Aktien","26.161.209,50","0,06","26.161.209,50","233.062,00","112,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DVN","DEVON ENERGY CORP","Energie","Aktien","25.929.311,40","0,06","25.929.311,40","489.140,00","53,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BIIB","BIOGEN INC","Gesundheitsversorgung","Aktien","25.674.023,70","0,05","25.674.023,70","116.610,00","220,17","Vereinigte Staaten","NASDAQ","USD"
"FAST","FASTENAL","Industrie","Aktien","25.547.243,88","0,05","25.547.243,88","453.126,00","56,38","Vereinigte Staaten","NASDAQ","USD"
"4503","ASTELLAS PHARMA INC","Gesundheitsversorgung","Aktien","25.528.985,60","0,05","25.528.985,60","1.487.400,00","17,16","Japan","Tokyo Stock Exchange","JPY"
"AMS","AMADEUS IT GROUP SA","IT","Aktien","25.527.370,27","0,05","25.527.370,27","364.020,00","70,13","Spanien","Bolsa De Madrid","EUR"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materialien","Aktien","25.518.220,69","0,05","25.518.220,69","197.831,00","128,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Aktien","25.468.624,91","0,05","25.468.624,91","18.148,00","1.403,38","Schweiz","SIX Swiss Exchange","CHF"
"TROW","T ROWE PRICE GROUP INC","Financials","Aktien","25.439.446,31","0,05","25.439.446,31","171.923,00","147,97","Vereinigte Staaten","NASDAQ","USD"
"HOLN","HOLCIM LTD AG","Materialien","Aktien","25.403.938,75","0,05","25.403.938,75","460.221,00","55,20","Schweiz","SIX Swiss Exchange","CHF"
"AME","AMETEK INC","Industrie","Aktien","25.346.652,76","0,05","25.346.652,76","183.326,00","138,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Aktien","25.337.808,91","0,05","25.337.808,91","2.662.451,00","9,52","Singapur","Singapore Exchange","SGD"
"DSY","DASSAULT SYSTEMES","IT","Aktien","25.292.136,09","0,05","25.292.136,09","535.139,00","47,26","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DHI","D R HORTON INC","Zyklische Konsumgüter ","Aktien","25.203.872,14","0,05","25.203.872,14","285.823,00","88,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EOAN","E.ON N","Versorger","Aktien","25.005.664,59","0,05","25.005.664,59","1.782.032,00","14,03","Deutschland","Xetra","EUR"
"RIO","RIO TINTO LTD","Materialien","Aktien","24.950.216,74","0,05","24.950.216,74","305.746,00","81,60","Australien","Asx - All Markets","AUD"
"WOW","WOOLWORTHS GROUP LTD","Nichtzyklische Konsumgüter","Aktien","24.891.443,78","0,05","24.891.443,78","1.001.889,00","24,84","Australien","Asx - All Markets","AUD"
"AHT","ASHTEAD GROUP PLC","Industrie","Aktien","24.881.474,52","0,05","24.881.474,52","354.409,00","70,21","Vereinigtes Königreich","London Stock Exchange","GBP"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Aktien","24.866.162,28","0,05","24.866.162,28","106.116,00","234,33","Vereinigte Staaten","NASDAQ","USD"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Aktien","24.826.501,16","0,05","24.826.501,16","253.545,00","97,92","Vereinigtes Königreich","London Stock Exchange","GBP"
"STM","STMICROELECTRONICS NV","IT","Aktien","24.753.141,46","0,05","24.753.141,46","546.371,00","45,30","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"WEC","WEC ENERGY GROUP INC","Versorger","Aktien","24.705.722,65","0,05","24.705.722,65","258.185,00","95,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","IT","Aktien","24.645.621,00","0,05","24.645.621,00","148.575,00","165,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Immobilien","Aktien","24.421.772,80","0,05","24.421.772,80","591.040,00","41,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SAND","SANDVIK","Industrie","Aktien","24.377.271,08","0,05","24.377.271,08","906.234,00","26,90","Schweden","Nasdaq Omx Nordic","SEK"
"VEEV","VEEVA SYSTEMS INC CLASS A","Gesundheitsversorgung","Aktien","24.369.598,50","0,05","24.369.598,50","106.450,00","228,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PHIA","KONINKLIJKE PHILIPS NV","Gesundheitsversorgung","Aktien","24.289.785,97","0,05","24.289.785,97","737.662,00","32,93","Niederlande","Euronext Amsterdam","EUR"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrie","Aktien","24.103.572,25","0,05","24.103.572,25","73.565,00","327,65","Vereinigte Staaten","NASDAQ","USD"
"VRSK","VERISK ANALYTICS INC","Industrie","Aktien","23.988.867,52","0,05","23.988.867,52","121.808,00","196,94","Vereinigte Staaten","NASDAQ","USD"
"ITX","INDUSTRIA DE DISENO TEXTIL INDITEX","Zyklische Konsumgüter ","Aktien","23.984.060,88","0,05","23.984.060,88","813.571,00","29,48","Spanien","Bolsa De Madrid","EUR"
"9983","FAST RETAILING LTD","Zyklische Konsumgüter ","Aktien","23.934.912,31","0,05","23.934.912,31","43.755,00","547,02","Japan","Tokyo Stock Exchange","JPY"
"KR","KROGER","Nichtzyklische Konsumgüter","Aktien","23.820.200,17","0,05","23.820.200,17","528.047,00","45,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Nichtzyklische Konsumgüter","Aktien","23.795.424,80","0,05","23.795.424,80","116.690,00","203,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GMG","GOODMAN GROUP UNITS","Immobilien","Aktien","23.775.888,83","0,05","23.775.888,83","1.401.404,00","16,97","Australien","Asx - All Markets","AUD"
"RACE","FERRARI NV","Zyklische Konsumgüter ","Aktien","23.770.525,52","0,05","23.770.525,52","102.761,00","231,32","Italien","Borsa Italiana","EUR"
"MRK","MERCK","Gesundheitsversorgung","Aktien","23.742.259,10","0,05","23.742.259,10","108.390,00","219,04","Deutschland","Xetra","EUR"
"TWLO","TWILIO INC CLASS A","IT","Aktien","23.660.491,74","0,05","23.660.491,74","131.294,00","180,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DBK","DEUTSCHE BANK AG","Financials","Aktien","23.630.622,19","0,05","23.630.622,19","1.560.848,00","15,14","Deutschland","Xetra","EUR"
"GLE","SOCIETE GENERALE SA","Financials","Aktien","23.460.286,49","0,05","23.460.286,49","599.844,00","39,11","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LR","LEGRAND SA","Industrie","Aktien","23.410.754,79","0,05","23.410.754,79","224.729,00","104,17","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BLL","BALL CORP","Materialien","Aktien","23.279.720,64","0,05","23.279.720,64","249.997,00","93,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ENGI","ENGIE SA","Versorger","Aktien","23.157.663,69","0,05","23.157.663,69","1.442.575,00","16,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TTD","TRADE DESK INC CLASS A","IT","Aktien","23.148.356,40","0,05","23.148.356,40","351.585,00","65,84","Vereinigte Staaten","NASDAQ","USD"
"RSG","REPUBLIC SERVICES INC","Industrie","Aktien","23.114.072,88","0,05","23.114.072,88","181.886,00","127,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AJG","ARTHUR J GALLAGHER","Financials","Aktien","23.093.981,80","0,05","23.093.981,80","149.524,00","154,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ES","EVERSOURCE ENERGY","Versorger","Aktien","23.062.714,76","0,05","23.062.714,76","261.868,00","88,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLTR","DOLLAR TREE INC","Zyklische Konsumgüter ","Aktien","22.908.913,92","0,05","22.908.913,92","173.763,00","131,84","Vereinigte Staaten","NASDAQ","USD"
"TDG","TRANSDIGM GROUP INC","Industrie","Aktien","22.902.453,60","0,05","22.902.453,60","36.980,00","619,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OKE","ONEOK INC","Energie","Aktien","22.889.864,25","0,05","22.889.864,25","368.775,00","62,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ML","MICHELIN","Zyklische Konsumgüter ","Aktien","22.882.630,16","0,05","22.882.630,16","135.052,00","169,44","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TSN","TYSON FOODS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","22.842.289,28","0,05","22.842.289,28","252.904,00","90,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HEXA B","HEXAGON CLASS B","IT","Aktien","22.709.533,67","0,05","22.709.533,67","1.620.403,00","14,01","Schweden","Nasdaq Omx Nordic","SEK"
"6273","SMC (JAPAN) CORP","Industrie","Aktien","22.664.284,35","0,05","22.664.284,35","40.745,00","556,25","Japan","Tokyo Stock Exchange","JPY"
"ASSA B","ASSA ABLOY B","Industrie","Aktien","22.556.966,23","0,05","22.556.966,23","830.100,00","27,17","Schweden","Nasdaq Omx Nordic","SEK"
"WST","WEST PHARMACEUTICAL SERVICES INC","Gesundheitsversorgung","Aktien","22.556.995,65","0,05","22.556.995,65","56.091,00","402,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8591","ORIX CORP","Financials","Aktien","22.468.095,57","0,05","22.468.095,57","1.068.490,00","21,03","Japan","Tokyo Stock Exchange","JPY"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","IT","Aktien","22.434.699,54","0,05","22.434.699,54","162.641,00","137,94","Vereinigte Staaten","NASDAQ","USD"
"ED","CONSOLIDATED EDISON INC","Versorger","Aktien","22.346.078,19","0,05","22.346.078,19","256.881,00","86,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WKL","WOLTERS KLUWER NV","Industrie","Aktien","22.345.638,76","0,05","22.345.638,76","217.605,00","102,69","Niederlande","Euronext Amsterdam","EUR"
