Fondsposition per,"01.Mär.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"ZION","ZIONS BANCORPORATION","Financials","Aktien","15.677.490,10","0,03","15.677.490,10","241.415,00","64,94","Vereinigte Staaten","NASDAQ","USD"
"REG","REGENCY CENTERS REIT CORP","Immobilien","Aktien","15.663.609,60","0,03","15.663.609,60","241.536,00","64,85","Vereinigte Staaten","NASDAQ","USD"
"SEE","SEALED AIR CORP","Materialien","Aktien","15.240.023,55","0,03","15.240.023,55","230.595,00","66,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CDAY","CERIDIAN HCM HOLDING INC","IT","Aktien","14.902.376,45","0,03","14.902.376,45","210.337,00","70,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LUMN","LUMEN TECHNOLOGIES INC","Kommunikation","Aktien","14.812.582,26","0,03","14.812.582,26","1.421.553,00","10,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OGN","ORGANON","Gesundheitsversorgung","Aktien","14.581.829,44","0,03","14.581.829,44","389.264,00","37,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TAP","MOLSON COORS BREWING CLASS B","Nichtzyklische Konsumgüter","Aktien","14.518.425,60","0,03","14.518.425,60","288.064,00","50,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AIZ","ASSURANT INC","Financials","Aktien","14.513.387,52","0,03","14.513.387,52","87.896,00","165,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BWA","BORGWARNER INC","Zyklische Konsumgüter ","Aktien","14.375.448,45","0,03","14.375.448,45","370.215,00","38,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GL","GLOBE LIFE INC","Financials","Aktien","14.331.362,00","0,03","14.331.362,00","147.746,00","97,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LW","LAMB WESTON HOLDINGS INC","Nichtzyklische Konsumgüter","Aktien","14.312.512,50","0,03","14.312.512,50","224.510,00","63,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNR","PENTAIR","Industrie","Aktien","14.296.308,36","0,03","14.296.308,36","255.109,00","56,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NRG","NRG ENERGY INC","Versorger","Aktien","13.835.286,36","0,02","13.835.286,36","378.634,00","36,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AOS","A O SMITH CORP","Industrie","Aktien","13.820.527,86","0,02","13.820.527,86","207.422,00","66,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CPB","CAMPBELL SOUP","Nichtzyklische Konsumgüter","Aktien","13.758.573,28","0,02","13.758.573,28","309.808,00","44,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NWL","NEWELL BRANDS INC","Zyklische Konsumgüter ","Aktien","13.223.639,83","0,02","13.223.639,83","578.209,00","22,87","Vereinigte Staaten","NASDAQ","USD"
"WYNN","WYNN RESORTS LTD","Zyklische Konsumgüter ","Aktien","13.157.918,80","0,02","13.157.918,80","161.170,00","81,64","Vereinigte Staaten","NASDAQ","USD"
"NWSA","NEWS CORP CLASS A","Kommunikation","Aktien","13.076.346,05","0,02","13.076.346,05","606.791,00","21,55","Vereinigte Staaten","NASDAQ","USD"
"PENN","PENN NATIONAL GAMING INC","Zyklische Konsumgüter ","Aktien","12.981.206,70","0,02","12.981.206,70","255.435,00","50,82","Vereinigte Staaten","NASDAQ","USD"
"DISCK","DISCOVERY INC SERIES C","Kommunikation","Aktien","12.923.381,25","0,02","12.923.381,25","462.375,00","27,95","Vereinigte Staaten","NASDAQ","USD"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Immobilien","Aktien","12.787.820,40","0,02","12.787.820,40","109.861,00","116,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrie","Aktien","12.661.587,15","0,02","12.661.587,15","62.021,00","204,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PBCT","PEOPLES UNITED FINANCIAL INC","Financials","Aktien","12.643.936,49","0,02","12.643.936,49","650.743,00","19,43","Vereinigte Staaten","NASDAQ","USD"
"BEN","FRANKLIN RESOURCES INC","Financials","Aktien","12.169.282,32","0,02","12.169.282,32","433.379,00","28,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNW","PINNACLE WEST CORP","Versorger","Aktien","12.065.175,28","0,02","12.065.175,28","172.804,00","69,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DISH","DISH NETWORK CORP CLASS A","Kommunikation","Aktien","11.932.000,00","0,02","11.932.000,00","381.824,00","31,25","Vereinigte Staaten","NASDAQ","USD"
"DXC","DXC TECHNOLOGY","IT","Aktien","11.834.336,82","0,02","11.834.336,82","393.298,00","30,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MHK","MOHAWK INDUSTRIES INC","Zyklische Konsumgüter ","Aktien","11.803.058,96","0,02","11.803.058,96","86.116,00","137,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROL","ROLLINS INC","Industrie","Aktien","11.577.217,12","0,02","11.577.217,12","349.132,00","33,16","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DVA","DAVITA INC","Gesundheitsversorgung","Aktien","11.447.573,22","0,02","11.447.573,22","103.122,00","111,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","10.520.608,56","0,02","10.520.608,56","569.297,00","18,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IVZ","INVESCO LTD","Financials","Aktien","10.336.929,21","0,02","10.336.929,21","524.451,00","19,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VNO","VORNADO REALTY TRUST REIT","Immobilien","Aktien","10.175.307,48","0,02","10.175.307,48","241.579,00","42,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALK","ALASKA AIR GROUP INC","Industrie","Aktien","9.924.658,46","0,02","9.924.658,46","189.619,00","52,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PVH","PVH CORP","Zyklische Konsumgüter ","Aktien","9.812.104,64","0,02","9.812.104,64","109.706,00","89,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NLSN","NIELSEN HOLDINGS PLC","Industrie","Aktien","9.531.368,91","0,02","9.531.368,91","546.837,00","17,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RL","RALPH LAUREN CORP CLASS A","Zyklische Konsumgüter ","Aktien","9.196.375,60","0,02","9.196.375,60","73.748,00","124,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOX","FOX CORP CLASS B","Kommunikation","Aktien","8.923.879,40","0,02","8.923.879,40","237.085,00","37,64","Vereinigte Staaten","NASDAQ","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash und/oder Derivate","Cash Collateral and Margins","8.129.291,82","0,01","8.129.291,82","8.007.000,00","100,00","Vereinigte Staaten","-","USD"
"DISCA","DISCOVERY INC SERIES A","Kommunikation","Aktien","7.301.516,28","0,01","7.301.516,28","259.748,00","28,11","Vereinigte Staaten","NASDAQ","USD"
"IPGP","IPG PHOTONICS CORP","IT","Aktien","6.669.989,76","0,01","6.669.989,76","54.888,00","121,52","Vereinigte Staaten","NASDAQ","USD"
"UA","UNDER ARMOUR INC CLASS C","Zyklische Konsumgüter ","Aktien","5.069.231,68","0,01","5.069.231,68","331.756,00","15,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UAA","UNDER ARMOUR INC CLASS A","Zyklische Konsumgüter ","Aktien","4.977.084,56","0,01","4.977.084,56","288.694,00","17,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NWS","NEWS CORP CLASS B","Kommunikation","Aktien","4.038.233,04","0,01","4.038.233,04","187.476,00","21,54","Vereinigte Staaten","NASDAQ","USD"
"ZIMV","ZIMVIE INC","Gesundheitsversorgung","Aktien","820.840,56","0,00","820.840,56","32.152,00","25,53","Vereinigte Staaten","NASDAQ","USD"
"GBP","GBP CASH","Cash und/oder Derivate","Geldmarkt","102.399,13","0,00","102.399,13","76.692,00","133,52","Vereinigtes Königreich","-","GBP"
"MXN","MXN CASH","Cash und/oder Derivate","Geldmarkt","41.095,32","0,00","41.095,32","843.153,00","4,87","Mexiko","-","MXN"
"EUR","EUR CASH","Cash und/oder Derivate","Geldmarkt","3.760,04","0,00","3.760,04","3.375,00","111,41","Europäische Union","-","EUR"
"ESH2","S&P500 EMINI MAR 22","Cash und/oder Derivate","Futures","0,00","0,00","131.909.937,50","613,00","4.303,75","-","Index And Options Market","USD"
 
