Fondsposition per,"01.Mär.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"NXPI","NXP SEMICONDUCTORS NV","IT","Aktien","74.342.321,14","0,13","74.342.321,14","410.323,00","181,18","Vereinigte Staaten","NASDAQ","USD"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Aktien","74.166.815,52","0,13","74.166.815,52","1.281.168,00","57,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROP","ROPER TECHNOLOGIES INC","Industrie","Aktien","72.718.959,52","0,13","72.718.959,52","162.952,00","446,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ADSK","AUTODESK INC","IT","Aktien","72.654.926,00","0,13","72.654.926,00","339.509,00","214,00","Vereinigte Staaten","NASDAQ","USD"
"SNPS","SYNOPSYS INC","IT","Aktien","72.539.555,40","0,13","72.539.555,40","235.740,00","307,71","Vereinigte Staaten","NASDAQ","USD"
"DG","DOLLAR GENERAL CORP","Zyklische Konsumgüter ","Aktien","72.369.958,00","0,13","72.369.958,00","359.960,00","201,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SRE","SEMPRA","Versorger","Aktien","71.527.726,89","0,13","71.527.726,89","492.717,00","145,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MPC","MARATHON PETROLEUM CORP","Energie","Aktien","71.247.648,42","0,13","71.247.648,42","949.842,00","75,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MET","METLIFE INC","Financials","Aktien","71.090.723,52","0,13","71.090.723,52","1.103.208,00","64,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FTNT","FORTINET INC","IT","Aktien","70.827.748,65","0,13","70.827.748,65","209.655,00","337,83","Vereinigte Staaten","NASDAQ","USD"
"IDXX","IDEXX LABORATORIES INC","Gesundheitsversorgung","Aktien","70.361.277,48","0,12","70.361.277,48","131.482,00","535,14","Vereinigte Staaten","NASDAQ","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Versorger","Aktien","70.102.281,21","0,12","70.102.281,21","777.101,00","90,21","Vereinigte Staaten","NASDAQ","USD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Zyklische Konsumgüter ","Aktien","69.667.383,87","0,12","69.667.383,87","422.457,00","164,91","Vereinigte Staaten","NASDAQ","USD"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","IT","Aktien","69.571.788,00","0,12","69.571.788,00","810.860,00","85,80","Vereinigte Staaten","NASDAQ","USD"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrie","Aktien","68.531.358,00","0,12","68.531.358,00","1.095.100,00","62,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"APH","AMPHENOL CORP CLASS A","IT","Aktien","68.456.861,40","0,12","68.456.861,40","923.595,00","74,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SPG","SIMON PROPERTY GROUP REIT INC","Immobilien","Aktien","68.328.478,60","0,12","68.328.478,60","507.641,00","134,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TEL","TE CONNECTIVITY LTD","IT","Aktien","68.223.229,46","0,12","68.223.229,46","504.274,00","135,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Zyklische Konsumgüter ","Aktien","68.218.993,20","0,12","68.218.993,20","103.910,00","656,52","Vereinigte Staaten","NASDAQ","USD"
"SYY","SYSCO CORP","Nichtzyklische Konsumgüter","Aktien","68.143.702,35","0,12","68.143.702,35","790.989,00","86,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ADM","ARCHER DANIELS MIDLAND","Nichtzyklische Konsumgüter","Aktien","67.377.432,76","0,12","67.377.432,76","863.924,00","77,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IQV","IQVIA HOLDINGS INC","Gesundheitsversorgung","Aktien","67.330.144,24","0,12","67.330.144,24","295.528,00","227,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KMB","KIMBERLY CLARK CORP","Nichtzyklische Konsumgüter","Aktien","66.987.660,72","0,12","66.987.660,72","520.616,00","128,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ICSUAGD","BLK ICS USD LIQ AGENCY DIS","Cash und/oder Derivate","Money Market","66.136.923,96","0,12","66.136.923,96","66.136.924,00","1,00","Irland","-","USD"
"ECL","ECOLAB INC","Materialien","Aktien","65.651.465,30","0,12","65.651.465,30","385.030,00","170,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DOW","DOW INC","Materialien","Aktien","65.190.471,70","0,12","65.190.471,70","1.141.090,00","57,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BAX","BAXTER INTERNATIONAL INC","Gesundheitsversorgung","Aktien","65.008.415,08","0,12","65.008.415,08","772.622,00","84,14","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMG","CHIPOTLE MEXICAN GRILL INC","Zyklische Konsumgüter ","Aktien","64.629.108,25","0,11","64.629.108,25","43.435,00","1.487,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CDNS","CADENCE DESIGN SYSTEMS INC","IT","Aktien","64.358.198,32","0,11","64.358.198,32","427.544,00","150,53","Vereinigte Staaten","NASDAQ","USD"
"OXY","OCCIDENTAL PETROLEUM CORP","Energie","Aktien","64.116.758,11","0,11","64.116.758,11","1.370.309,00","46,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MCK","MCKESSON CORP","Gesundheitsversorgung","Aktien","64.025.115,25","0,11","64.025.115,25","235.603,00","271,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXC","EXELON CORP","Versorger","Aktien","63.731.320,04","0,11","63.731.320,04","1.509.148,00","42,23","Vereinigte Staaten","NASDAQ","USD"
"MSCI","MSCI INC","Financials","Aktien","63.724.894,14","0,11","63.724.894,14","127.353,00","500,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRV","TRAVELERS COMPANIES INC","Financials","Aktien","63.702.290,34","0,11","63.702.290,34","379.587,00","167,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GIS","GENERAL MILLS INC","Nichtzyklische Konsumgüter","Aktien","62.504.764,40","0,11","62.504.764,40","935.420,00","66,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Aktien","61.701.897,12","0,11","61.701.897,12","583.304,00","105,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"A","AGILENT TECHNOLOGIES INC","Gesundheitsversorgung","Aktien","61.646.139,52","0,11","61.646.139,52","467.264,00","131,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Zyklische Konsumgüter ","Aktien","61.223.804,46","0,11","61.223.804,46","430.638,00","142,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DXCM","DEXCOM INC","Gesundheitsversorgung","Aktien","61.119.373,32","0,11","61.119.373,32","149.652,00","408,41","Vereinigte Staaten","NASDAQ","USD"
"DD","DUPONT DE NEMOURS INC","Materialien","Aktien","60.837.499,92","0,11","60.837.499,92","804.516,00","75,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HPQ","HP INC","IT","Aktien","60.591.416,73","0,11","60.591.416,73","1.778.439,00","34,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WMB","WILLIAMS INC","Energie","Aktien","59.367.536,89","0,11","59.367.536,89","1.874.567,00","31,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Aktien","59.289.420,78","0,10","59.289.420,78","1.172.191,00","50,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLR","DIGITAL REALTY TRUST REIT INC","Immobilien","Aktien","58.717.736,00","0,10","58.717.736,00","437.800,00","134,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AZO","AUTOZONE INC","Zyklische Konsumgüter ","Aktien","58.687.403,88","0,10","58.687.403,88","32.298,00","1.817,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CARR","CARRIER GLOBAL CORP","Industrie","Aktien","58.515.941,00","0,10","58.515.941,00","1.338.425,00","43,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PAYX","PAYCHEX INC","IT","Aktien","58.214.404,05","0,10","58.214.404,05","495.231,00","117,55","Vereinigte Staaten","NASDAQ","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","IT","Aktien","58.133.875,10","0,10","58.133.875,10","856.169,00","67,90","Vereinigte Staaten","NASDAQ","USD"
"NUE","NUCOR CORP","Materialien","Aktien","57.769.952,00","0,10","57.769.952,00","440.992,00","131,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"USD","USD CASH","Cash und/oder Derivate","Geldmarkt","57.716.790,02","0,10","57.716.790,02","57.716.790,00","100,00","Vereinigte Staaten","-","USD"
"GPN","GLOBAL PAYMENTS INC","IT","Aktien","57.709.748,80","0,10","57.709.748,80","447.640,00","128,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DVN","DEVON ENERGY CORP","Energie","Aktien","57.612.389,25","0,10","57.612.389,25","972.361,00","59,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"O","REALTY INCOME REIT CORP","Immobilien","Aktien","57.455.923,50","0,10","57.455.923,50","872.925,00","65,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PH","PARKER-HANNIFIN CORP","Industrie","Aktien","57.352.003,24","0,10","57.352.003,24","199.402,00","287,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTVA","CORTEVA INC","Materialien","Aktien","56.863.750,77","0,10","56.863.750,77","1.128.921,00","50,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALGN","ALIGN TECHNOLOGY INC","Gesundheitsversorgung","Aktien","56.757.897,12","0,10","56.757.897,12","113.296,00","500,97","Vereinigte Staaten","NASDAQ","USD"
"MSI","MOTOROLA SOLUTIONS INC","IT","Aktien","56.541.077,10","0,10","56.541.077,10","261.510,00","216,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RMD","RESMED INC","Gesundheitsversorgung","Aktien","56.478.863,15","0,10","56.478.863,15","224.881,00","251,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EA","ELECTRONIC ARTS INC","Kommunikation","Aktien","56.066.009,45","0,10","56.066.009,45","437.503,00","128,15","Vereinigte Staaten","NASDAQ","USD"
"TT","TRANE TECHNOLOGIES PLC","Industrie","Aktien","55.788.989,28","0,10","55.788.989,28","366.888,00","152,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PSX","PHILLIPS 66","Energie","Aktien","55.625.556,69","0,10","55.625.556,69","676.957,00","82,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"XEL","XCEL ENERGY INC","Versorger","Aktien","55.334.258,19","0,10","55.334.258,19","831.969,00","66,51","Vereinigte Staaten","NASDAQ","USD"
"WELL","WELLTOWER INC","Immobilien","Aktien","55.302.425,90","0,10","55.302.425,90","671.635,00","82,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AFL","AFLAC INC","Financials","Aktien","54.917.222,96","0,10","54.917.222,96","939.077,00","58,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"YUM","YUM BRANDS INC","Zyklische Konsumgüter ","Aktien","54.599.018,32","0,10","54.599.018,32","454.916,00","120,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STZ","CONSTELLATION BRANDS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","54.320.085,20","0,10","54.320.085,20","254.248,00","213,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Immobilien","Aktien","53.262.824,34","0,09","53.262.824,34","168.186,00","316,69","Vereinigte Staaten","NASDAQ","USD"
"ALL","ALLSTATE CORP","Financials","Aktien","53.014.677,30","0,09","53.014.677,30","442.305,00","119,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TDG","TRANSDIGM GROUP INC","Industrie","Aktien","53.011.107,82","0,09","53.011.107,82","80.954,00","654,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KMI","KINDER MORGAN INC","Energie","Aktien","52.919.479,82","0,09","52.919.479,82","3.008.498,00","17,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EBAY","EBAY INC","Zyklische Konsumgüter ","Aktien","52.494.436,65","0,09","52.494.436,65","965.859,00","54,35","Vereinigte Staaten","NASDAQ","USD"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Aktien","51.499.121,87","0,09","51.499.121,87","452.183,00","113,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OTIS","OTIS WORLDWIDE CORP","Industrie","Aktien","50.964.102,15","0,09","50.964.102,15","656.331,00","77,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VLO","VALERO ENERGY CORP","Energie","Aktien","50.793.271,65","0,09","50.793.271,65","629.955,00","80,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SIVB","SVB FINANCIAL GROUP","Financials","Aktien","50.654.946,12","0,09","50.654.946,12","90.799,00","557,88","Vereinigte Staaten","NASDAQ","USD"
"KR","KROGER","Nichtzyklische Konsumgüter","Aktien","50.562.592,70","0,09","50.562.592,70","1.045.762,00","48,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobilien","Aktien","50.563.911,42","0,09","50.563.911,42","215.919,00","234,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTAS","CINTAS CORP","Industrie","Aktien","50.491.451,25","0,09","50.491.451,25","135.675,00","372,15","Vereinigte Staaten","NASDAQ","USD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materialien","Aktien","50.439.319,59","0,09","50.439.319,59","392.799,00","128,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Versorger","Aktien","50.357.634,58","0,09","50.357.634,58","781.223,00","64,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AJG","ARTHUR J GALLAGHER","Financials","Aktien","49.912.818,90","0,09","49.912.818,90","319.749,00","156,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WBA","WALGREEN BOOTS ALLIANCE INC","Nichtzyklische Konsumgüter","Aktien","49.896.465,64","0,09","49.896.465,64","1.108.564,00","45,01","Vereinigte Staaten","NASDAQ","USD"
"MTD","METTLER TOLEDO INC","Gesundheitsversorgung","Aktien","49.584.790,58","0,09","49.584.790,58","35.587,00","1.393,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CBRE","CBRE GROUP INC CLASS A","Immobilien","Aktien","49.475.102,38","0,09","49.475.102,38","517.847,00","95,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"APTV","APTIV PLC","Zyklische Konsumgüter ","Aktien","49.319.047,05","0,09","49.319.047,05","417.781,00","118,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROST","ROSS STORES INC","Zyklische Konsumgüter ","Aktien","49.098.384,45","0,09","49.098.384,45","548.279,00","89,55","Vereinigte Staaten","NASDAQ","USD"
"DLTR","DOLLAR TREE INC","Zyklische Konsumgüter ","Aktien","48.493.341,00","0,09","48.493.341,00","347.100,00","139,71","Vereinigte Staaten","NASDAQ","USD"
"TROW","T ROWE PRICE GROUP INC","Financials","Aktien","48.407.362,92","0,09","48.407.362,92","346.857,00","139,56","Vereinigte Staaten","NASDAQ","USD"
"MNST","MONSTER BEVERAGE CORP","Nichtzyklische Konsumgüter","Aktien","48.372.360,47","0,09","48.372.360,47","581.189,00","83,23","Vereinigte Staaten","NASDAQ","USD"
"MTCH","MATCH GROUP INC","Kommunikation","Aktien","48.226.707,94","0,09","48.226.707,94","436.757,00","110,42","Vereinigte Staaten","NASDAQ","USD"
"AMP","AMERIPRISE FINANCE INC","Financials","Aktien","48.195.947,14","0,09","48.195.947,14","172.702,00","279,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PCAR","PACCAR INC","Industrie","Aktien","47.879.083,80","0,08","47.879.083,80","536.220,00","89,29","Vereinigte Staaten","NASDAQ","USD"
"BIIB","BIOGEN INC","Gesundheitsversorgung","Aktien","47.666.619,78","0,08","47.666.619,78","226.617,00","210,34","Vereinigte Staaten","NASDAQ","USD"
"FITB","FIFTH THIRD BANCORP","Financials","Aktien","47.222.121,96","0,08","47.222.121,96","1.062.126,00","44,46","Vereinigte Staaten","NASDAQ","USD"
"ROK","ROCKWELL AUTOMATION INC","Industrie","Aktien","46.956.701,04","0,08","46.956.701,04","179.142,00","262,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ED","CONSOLIDATED EDISON INC","Versorger","Aktien","46.597.244,94","0,08","46.597.244,94","545.763,00","85,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PPG","PPG INDUSTRIES INC","Materialien","Aktien","46.373.002,50","0,08","46.373.002,50","366.585,00","126,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Nichtzyklische Konsumgüter","Aktien","46.165.201,00","0,08","46.165.201,00","225.350,00","204,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FAST","FASTENAL","Industrie","Aktien","45.758.004,76","0,08","45.758.004,76","887.471,00","51,56","Vereinigte Staaten","NASDAQ","USD"
"STT","STATE STREET CORP","Financials","Aktien","45.677.207,87","0,08","45.677.207,87","564.683,00","80,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GLW","CORNING INC","IT","Aktien","45.571.920,66","0,08","45.571.920,66","1.181.538,00","38,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Industrie","Aktien","45.517.593,51","0,08","45.517.593,51","357.309,00","127,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FRC","FIRST REPUBLIC BANK","Financials","Aktien","45.441.490,80","0,08","45.441.490,80","276.610,00","164,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Immobilien","Aktien","44.750.731,90","0,08","44.750.731,90","1.158.745,00","38,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VRSK","VERISK ANALYTICS INC","Industrie","Aktien","44.742.786,88","0,08","44.742.786,88","249.458,00","179,36","Vereinigte Staaten","NASDAQ","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrie","Aktien","44.727.367,12","0,08","44.727.367,12","144.226,00","310,12","Vereinigte Staaten","NASDAQ","USD"
"HAL","HALLIBURTON","Energie","Aktien","44.342.978,81","0,08","44.342.978,81","1.380.971,00","32,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EQR","EQUITY RESIDENTIAL REIT","Immobilien","Aktien","44.041.648,75","0,08","44.041.648,75","526.625,00","83,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TWTR","TWITTER INC","Kommunikation","Aktien","43.868.060,60","0,08","43.868.060,60","1.233.635,00","35,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OKE","ONEOK INC","Energie","Aktien","43.812.302,36","0,08","43.812.302,36","686.498,00","63,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BLL","BALL CORP","Materialien","Aktien","43.692.764,44","0,08","43.692.764,44","503.141,00","86,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WST","WEST PHARMACEUTICAL SERVICES INC","Gesundheitsversorgung","Aktien","43.637.107,22","0,08","43.637.107,22","114.359,00","381,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","IT","Aktien","43.608.245,78","0,08","43.608.245,78","284.482,00","153,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WEC","WEC ENERGY GROUP INC","Versorger","Aktien","43.532.998,47","0,08","43.532.998,47","487.437,00","89,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMI","CUMMINS INC","Industrie","Aktien","43.305.980,90","0,08","43.305.980,90","220.870,00","196,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DHI","D R HORTON INC","Zyklische Konsumgüter ","Aktien","43.205.792,04","0,08","43.205.792,04","503.388,00","85,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HES","HESS CORP","Energie","Aktien","43.169.731,80","0,08","43.169.731,80","425.737,00","101,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANSS","ANSYS INC","IT","Aktien","42.870.354,45","0,08","42.870.354,45","134.715,00","318,23","Vereinigte Staaten","NASDAQ","USD"
"TSN","TYSON FOODS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","42.724.833,69","0,08","42.724.833,69","455.343,00","93,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ES","EVERSOURCE ENERGY","Versorger","Aktien","42.667.387,00","0,08","42.667.387,00","530.425,00","80,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CERN","CERNER CORP","Gesundheitsversorgung","Aktien","42.441.050,40","0,08","42.441.050,40","454.888,00","93,30","Vereinigte Staaten","NASDAQ","USD"
"EXPE","EXPEDIA GROUP INC","Zyklische Konsumgüter ","Aktien","42.359.799,30","0,08","42.359.799,30","225.498,00","187,85","Vereinigte Staaten","NASDAQ","USD"
"AWK","AMERICAN WATER WORKS INC","Versorger","Aktien","42.312.179,52","0,07","42.312.179,52","280.176,00","151,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KHC","KRAFT HEINZ","Nichtzyklische Konsumgüter","Aktien","42.235.310,88","0,07","42.235.310,88","1.091.916,00","38,68","Vereinigte Staaten","NASDAQ","USD"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Aktien","42.073.310,61","0,07","42.073.310,61","192.177,00","218,93","Vereinigte Staaten","NASDAQ","USD"
"EFX","EQUIFAX INC","Industrie","Aktien","41.245.012,96","0,07","41.245.012,96","188.299,00","219,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ANET","ARISTA NETWORKS INC","IT","Aktien","40.847.423,96","0,07","40.847.423,96","346.517,00","117,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Immobilien","Aktien","40.848.111,57","0,07","40.848.111,57","217.497,00","187,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LH","LABORATORY CORPORATION OF AMERICA","Gesundheitsversorgung","Aktien","40.019.573,20","0,07","40.019.573,20","148.744,00","269,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Gesundheitsversorgung","Aktien","39.914.485,92","0,07","39.914.485,92","321.528,00","124,14","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CPRT","COPART INC","Industrie","Aktien","39.819.438,48","0,07","39.819.438,48","329.522,00","120,84","Vereinigte Staaten","NASDAQ","USD"
"SWK","STANLEY BLACK & DECKER INC","Industrie","Aktien","39.753.223,56","0,07","39.753.223,56","251.539,00","158,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Immobilien","Aktien","39.421.983,44","0,07","39.421.983,44","205.988,00","191,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RSG","REPUBLIC SERVICES INC","Industrie","Aktien","39.310.676,24","0,07","39.310.676,24","324.292,00","121,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LUV","SOUTHWEST AIRLINES","Industrie","Aktien","38.345.739,90","0,07","38.345.739,90","914.082,00","41,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BKR","BAKER HUGHES CLASS A","Energie","Aktien","38.219.153,96","0,07","38.219.153,96","1.348.594,00","28,34","Vereinigte Staaten","NASDAQ","USD"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materialien","Aktien","37.948.418,46","0,07","37.948.418,46","406.213,00","93,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LEN","LENNAR A CORP","Zyklische Konsumgüter ","Aktien","37.898.081,70","0,07","37.898.081,70","419.505,00","90,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EIX","EDISON INTERNATIONAL","Versorger","Aktien","37.305.837,85","0,07","37.305.837,85","586.109,00","63,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DAL","DELTA AIR LINES INC","Industrie","Aktien","37.209.850,08","0,07","37.209.850,08","988.572,00","37,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MKC","MCCORMICK & CO NON-VOTING INC","Nichtzyklische Konsumgüter","Aktien","36.938.632,50","0,07","36.938.632,50","383.778,00","96,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STE","STERIS","Gesundheitsversorgung","Aktien","36.645.756,04","0,06","36.645.756,04","154.454,00","237,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHD","CHURCH AND DWIGHT INC","Nichtzyklische Konsumgüter","Aktien","36.635.174,79","0,06","36.635.174,79","378.111,00","96,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Immobilien","Aktien","36.188.716,34","0,06","36.188.716,34","177.718,00","203,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TSCO","TRACTOR SUPPLY","Zyklische Konsumgüter ","Aktien","36.023.657,78","0,06","36.023.657,78","175.571,00","205,18","Vereinigte Staaten","NASDAQ","USD"
"DTE","DTE ENERGY","Versorger","Aktien","35.920.680,00","0,06","35.920.680,00","299.339,00","120,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FANG","DIAMONDBACK ENERGY INC","Energie","Aktien","35.807.726,85","0,06","35.807.726,85","261.695,00","136,83","Vereinigte Staaten","NASDAQ","USD"
"CDW","CDW CORP","IT","Aktien","35.811.749,31","0,06","35.811.749,31","211.391,00","169,41","Vereinigte Staaten","NASDAQ","USD"
"ENPH","ENPHASE ENERGY INC","IT","Aktien","35.708.115,40","0,06","35.708.115,40","209.309,00","170,60","Vereinigte Staaten","NASDAQ","USD"
"VMC","VULCAN MATERIALS","Materialien","Aktien","35.684.144,16","0,06","35.684.144,16","204.564,00","174,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materialien","Aktien","35.153.219,85","0,06","35.153.219,85","96.297,00","365,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"URI","UNITED RENTALS INC","Industrie","Aktien","34.975.020,08","0,06","34.975.020,08","111.727,00","313,04","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Aktien","34.911.771,32","0,06","34.911.771,32","525.068,00","66,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FTV","FORTIVE CORP","Industrie","Aktien","34.901.222,40","0,06","34.901.222,40","550.840,00","63,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IT","GARTNER INC","IT","Aktien","34.839.129,02","0,06","34.839.129,02","126.937,00","274,46","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FE","FIRSTENERGY CORP","Versorger","Aktien","34.593.765,12","0,06","34.593.765,12","837.216,00","41,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
