Fondsposition per,"05.Apr.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"DRI","DARDEN RESTAURANTS INC","Zyklische Konsumgüter ","Aktien","12.934.255,76","0,03","12.934.255,76","99.863,00","129,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Aktien","12.883.073,00","0,03","12.883.073,00","1.186.898,00","10,85","Israel","Tel Aviv Stock Exchange","ILS"
"EVRG","EVERGY INC","Versorger","Aktien","12.863.524,96","0,03","12.863.524,96","186.212,00","69,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EMA","EMERA INC","Versorger","Aktien","12.851.284,87","0,03","12.851.284,87","252.449,00","50,91","Kanada","Toronto Stock Exchange","CAD"
"8802","MITSUBISHI ESTATE CO LTD","Immobilien","Aktien","12.823.251,13","0,03","12.823.251,13","857.631,00","14,95","Japan","Tokyo Stock Exchange","JPY"
"KBC","KBC GROEP","Financials","Aktien","12.755.115,24","0,03","12.755.115,24","184.564,00","69,11","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"WPP","WPP PLC","Kommunikation","Aktien","12.750.870,09","0,03","12.750.870,09","973.034,00","13,10","Vereinigtes Königreich","London Stock Exchange","GBP"
"JKHY","JACK HENRY AND ASSOCIATES INC","IT","Aktien","12.719.908,75","0,03","12.719.908,75","62.429,00","203,75","Vereinigte Staaten","NASDAQ","USD"
"NCM","NEWCREST MINING LTD","Materialien","Aktien","12.712.615,34","0,03","12.712.615,34","611.867,00","20,78","Australien","Asx - All Markets","AUD"
"AAP","ADVANCE AUTO PARTS INC","Zyklische Konsumgüter ","Aktien","12.697.448,10","0,03","12.697.448,10","59.970,00","211,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATCO B","ATLAS COPCO CLASS B","Industrie","Aktien","12.693.355,60","0,03","12.693.355,60","281.105,00","45,16","Schweden","Nasdaq Omx Nordic","SEK"
"MPWR","MONOLITHIC POWER SYSTEMS INC","IT","Aktien","12.664.249,74","0,03","12.664.249,74","28.823,00","439,38","Vereinigte Staaten","NASDAQ","USD"
"CNP","CENTERPOINT ENERGY INC","Versorger","Aktien","12.641.032,43","0,03","12.641.032,43","407.381,00","31,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PODD","INSULET CORP","Gesundheitsversorgung","Aktien","12.634.483,30","0,03","12.634.483,30","46.682,00","270,65","Vereinigte Staaten","NASDAQ","USD"
"NZYM B","NOVOZYMES B","Materialien","Aktien","12.590.238,62","0,03","12.590.238,62","180.992,00","69,56","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LDOS","LEIDOS HOLDINGS INC","Industrie","Aktien","12.562.982,40","0,03","12.562.982,40","117.192,00","107,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KIM","KIMCO REALTY REIT CORP","Immobilien","Aktien","12.527.619,30","0,03","12.527.619,30","518.742,00","24,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8725","MS&AD INSURANCE GROUP HOLDINGS INC","Financials","Aktien","12.520.243,12","0,03","12.520.243,12","402.525,00","31,10","Japan","Tokyo Stock Exchange","JPY"
"8113","UNICHARM CORP","Nichtzyklische Konsumgüter","Aktien","12.496.292,63","0,03","12.496.292,63","343.300,00","36,40","Japan","Tokyo Stock Exchange","JPY"
"MRU","METRO INC","Nichtzyklische Konsumgüter","Aktien","12.488.131,70","0,03","12.488.131,70","213.429,00","58,51","Kanada","Toronto Stock Exchange","CAD"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Aktien","12.484.341,91","0,03","12.484.341,91","3.287.977,00","3,80","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Aktien","12.445.705,65","0,03","12.445.705,65","28.235,00","440,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BILL","BILL COM HOLDINGS INC","IT","Aktien","12.414.629,70","0,03","12.414.629,70","55.110,00","225,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NN","NN GROUP NV","Financials","Aktien","12.414.852,39","0,03","12.414.852,39","242.774,00","51,14","Niederlande","Euronext Amsterdam","EUR"
"5713","SUMITOMO METAL MINING LTD","Materialien","Aktien","12.411.043,55","0,03","12.411.043,55","243.782,00","50,91","Japan","Tokyo Stock Exchange","JPY"
"NI","NISOURCE INC","Versorger","Aktien","12.381.369,48","0,03","12.381.369,48","388.618,00","31,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CABK","CAIXABANK SA","Financials","Aktien","12.382.987,54","0,03","12.382.987,54","3.592.686,00","3,45","Spanien","Bolsa De Madrid","EUR"
"XYL","XYLEM INC","Industrie","Aktien","12.348.024,79","0,03","12.348.024,79","142.111,00","86,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNHI","CNH INDUSTRIAL NV","Industrie","Aktien","12.346.617,26","0,03","12.346.617,26","800.518,00","15,42","Italien","Borsa Italiana","EUR"
"ACA","CREDIT AGRICOLE SA","Financials","Aktien","12.331.076,05","0,03","12.331.076,05","1.092.566,00","11,29","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BNZL","BUNZL","Industrie","Aktien","12.324.236,35","0,03","12.324.236,35","304.739,00","40,44","Vereinigtes Königreich","London Stock Exchange","GBP"
"AVY","AVERY DENNISON CORP","Materialien","Aktien","12.319.044,30","0,03","12.319.044,30","70.230,00","175,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NVR","NVR INC","Zyklische Konsumgüter ","Aktien","12.307.580,58","0,03","12.307.580,58","2.803,00","4.390,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NHY","NORSK HYDRO","Materialien","Aktien","12.291.538,27","0,03","12.291.538,27","1.206.296,00","10,19","Norwegen","Oslo Bors Asa","NOK"
"EPAM","EPAM SYSTEMS INC","IT","Aktien","12.209.978,82","0,03","12.209.978,82","43.238,00","282,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aktien","12.205.091,14","0,03","12.205.091,14","1.095.897,00","11,14","Schweden","Nasdaq Omx Nordic","SEK"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Aktien","12.197.407,30","0,03","12.197.407,30","22.471,00","542,81","Kanada","Toronto Stock Exchange","CAD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrie","Aktien","12.186.216,64","0,03","12.186.216,64","70.408,00","173,08","Vereinigte Staaten","NASDAQ","USD"
"FER","FERROVIAL SA","Industrie","Aktien","12.137.121,36","0,03","12.137.121,36","461.555,00","26,30","Spanien","Bolsa De Madrid","EUR"
"FME","FRESENIUS MEDICAL CARE AG","Gesundheitsversorgung","Aktien","12.083.778,89","0,03","12.083.778,89","181.396,00","66,62","Deutschland","Xetra","EUR"
"KRX","KINGSPAN GROUP PLC","Industrie","Aktien","12.063.357,67","0,03","12.063.357,67","121.164,00","99,56","Irland","Irish Stock Exchange - All Market","EUR"
"LVS","LAS VEGAS SANDS CORP","Zyklische Konsumgüter ","Aktien","12.056.080,53","0,03","12.056.080,53","318.691,00","37,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6723","RENESAS ELECTRONICS CORP","IT","Aktien","12.043.067,44","0,03","12.043.067,44","1.042.000,00","11,56","Japan","Tokyo Stock Exchange","JPY"
"HWM","HOWMET AEROSPACE INC","Industrie","Aktien","12.025.220,35","0,03","12.025.220,35","349.063,00","34,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SCG","SCENTRE GROUP","Immobilien","Aktien","12.000.345,26","0,03","12.000.345,26","5.077.158,00","2,36","Australien","Asx - All Markets","AUD"
"MOWI","MOWI","Nichtzyklische Konsumgüter","Aktien","11.994.439,46","0,03","11.994.439,46","423.064,00","28,35","Norwegen","Oslo Bors Asa","NOK"
"ARGX","ARGENX","Gesundheitsversorgung","Aktien","11.969.948,92","0,02","11.969.948,92","36.283,00","329,91","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"ZEN","ZENDESK INC","IT","Aktien","11.963.236,40","0,02","11.963.236,40","95.890,00","124,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DPZ","DOMINOS PIZZA INC","Zyklische Konsumgüter ","Aktien","11.913.082,35","0,02","11.913.082,35","30.455,00","391,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RO","ROCHE HOLDING AG","Gesundheitsversorgung","Aktien","11.899.005,66","0,02","11.899.005,66","25.940,00","458,71","Schweiz","SIX Swiss Exchange","CHF"
"FOXA","FOX CORP CLASS A","Kommunikation","Aktien","11.866.841,64","0,02","11.866.841,64","306.954,00","38,66","Vereinigte Staaten","NASDAQ","USD"
"TFX","TELEFLEX INC","Gesundheitsversorgung","Aktien","11.863.876,70","0,02","11.863.876,70","34.634,00","342,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8630","SOMPO HOLDINGS INC","Financials","Aktien","11.837.896,67","0,02","11.837.896,67","281.170,00","42,10","Japan","Tokyo Stock Exchange","JPY"
"SWMA","SWEDISH MATCH","Nichtzyklische Konsumgüter","Aktien","11.833.735,32","0,02","11.833.735,32","1.489.853,00","7,94","Schweden","Nasdaq Omx Nordic","SEK"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Gesundheitsversorgung","Aktien","11.826.111,54","0,02","11.826.111,54","40.969,00","288,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"QBE","QBE INSURANCE GROUP LTD","Financials","Aktien","11.817.376,84","0,02","11.817.376,84","1.323.588,00","8,93","Australien","Asx - All Markets","AUD"
"SJM","JM SMUCKER","Nichtzyklische Konsumgüter","Aktien","11.802.067,05","0,02","11.802.067,05","85.665,00","137,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Immobilien","Aktien","11.788.329,12","0,02","11.788.329,12","620.112,00","19,01","Vereinigte Staaten","NASDAQ","USD"
"7309","SHIMANO INC","Zyklische Konsumgüter ","Aktien","11.787.726,19","0,02","11.787.726,19","51.795,00","227,58","Japan","Tokyo Stock Exchange","JPY"
"LKQ","LKQ CORP","Zyklische Konsumgüter ","Aktien","11.775.063,18","0,02","11.775.063,18","266.043,00","44,26","Vereinigte Staaten","NASDAQ","USD"
"LOGN","LOGITECH INTERNATIONAL SA","IT","Aktien","11.752.823,23","0,02","11.752.823,23","157.516,00","74,61","Schweiz","SIX Swiss Exchange","CHF"
"STMN","STRAUMANN HOLDING AG","Gesundheitsversorgung","Aktien","11.754.659,84","0,02","11.754.659,84","7.733,00","1.520,06","Schweiz","SIX Swiss Exchange","CHF"
"PKG","PACKAGING CORP OF AMERICA","Materialien","Aktien","11.744.902,08","0,02","11.744.902,08","76.226,00","154,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MAS","MASCO CORP","Industrie","Aktien","11.690.774,72","0,02","11.690.774,72","230.224,00","50,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"5401","NIPPON STEEL CORP","Materialien","Aktien","11.691.547,91","0,02","11.691.547,91","693.200,00","16,87","Japan","Tokyo Stock Exchange","JPY"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrie","Aktien","11.679.537,58","0,02","11.679.537,58","115.058,00","101,51","Vereinigte Staaten","NASDAQ","USD"
"SWED A","SWEDBANK","Financials","Aktien","11.652.970,34","0,02","11.652.970,34","750.139,00","15,53","Schweden","Nasdaq Omx Nordic","SEK"
"4578","OTSUKA HOLDINGS LTD","Gesundheitsversorgung","Aktien","11.633.286,59","0,02","11.633.286,59","337.886,00","34,43","Japan","Tokyo Stock Exchange","JPY"
"IEX","IDEX CORP","Industrie","Aktien","11.630.013,16","0,02","11.630.013,16","60.532,00","192,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CE","CELANESE CORP","Materialien","Aktien","11.631.769,80","0,02","11.631.769,80","81.615,00","142,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ROKU","ROKU INC CLASS A","Kommunikation","Aktien","11.618.691,40","0,02","11.618.691,40","91.220,00","127,37","Vereinigte Staaten","NASDAQ","USD"
"FRE","FRESENIUS SE AND CO KGAA","Gesundheitsversorgung","Aktien","11.590.073,33","0,02","11.590.073,33","319.821,00","36,24","Deutschland","Xetra","EUR"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Kommunikation","Aktien","11.556.358,45","0,02","11.556.358,45","166.159,00","69,55","Vereinigte Staaten","NASDAQ","USD"
"BNR","BRENNTAG","Industrie","Aktien","11.511.632,25","0,02","11.511.632,25","145.842,00","78,93","Deutschland","Xetra","EUR"
"CPU","COMPUTERSHARE","IT","Aktien","11.507.811,32","0,02","11.507.811,32","600.844,00","19,15","Australien","Asx - All Markets","AUD"
"UCB","UCB SA","Gesundheitsversorgung","Aktien","11.450.651,73","0,02","11.450.651,73","94.054,00","121,75","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"6920","LASERTEC CORP","IT","Aktien","11.433.748,33","0,02","11.433.748,33","68.400,00","167,16","Japan","Tokyo Stock Exchange","JPY"
"WPC","W. P. CAREY REIT INC","Immobilien","Aktien","11.427.531,28","0,02","11.427.531,28","142.648,00","80,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7269","SUZUKI MOTOR CORP","Zyklische Konsumgüter ","Aktien","11.422.715,54","0,02","11.422.715,54","333.104,00","34,29","Japan","Tokyo Stock Exchange","JPY"
"SCMN","SWISSCOM AG","Kommunikation","Aktien","11.412.033,40","0,02","11.412.033,40","19.690,00","579,59","Schweiz","SIX Swiss Exchange","CHF"
"HRL","HORMEL FOODS CORP","Nichtzyklische Konsumgüter","Aktien","11.384.719,62","0,02","11.384.719,62","217.806,00","52,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"QIA","QIAGEN NV","Gesundheitsversorgung","Aktien","11.375.461,57","0,02","11.375.461,57","226.568,00","50,21","Deutschland","Xetra","EUR"
"6701","NEC CORP","IT","Aktien","11.343.525,69","0,02","11.343.525,69","266.400,00","42,58","Japan","Tokyo Stock Exchange","JPY"
"INF","INFORMA PLC","Kommunikation","Aktien","11.334.107,00","0,02","11.334.107,00","1.417.388,00","8,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"CTXS","CITRIX SYSTEMS INC","IT","Aktien","11.308.432,20","0,02","11.308.432,20","111.523,00","101,40","Vereinigte Staaten","NASDAQ","USD"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Aktien","11.293.105,96","0,02","11.293.105,96","1.253.432,00","9,01","Schweden","Nasdaq Omx Nordic","SEK"
"CPT","CAMDEN PROPERTY TRUST REIT","Immobilien","Aktien","11.291.708,87","0,02","11.291.708,87","66.457,00","169,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CZR","CAESARS ENTERTAINMENT INC","Zyklische Konsumgüter ","Aktien","11.275.159,32","0,02","11.275.159,32","146.127,00","77,16","Vereinigte Staaten","NASDAQ","USD"
"INCY","INCYTE CORP","Gesundheitsversorgung","Aktien","11.252.485,20","0,02","11.252.485,20","139.436,00","80,70","Vereinigte Staaten","NASDAQ","USD"
"8604","NOMURA HOLDINGS INC","Financials","Aktien","11.210.841,13","0,02","11.210.841,13","2.665.331,00","4,21","Japan","Tokyo Stock Exchange","JPY"
"ERF","EUROFINS SCIENTIFIC","Gesundheitsversorgung","Aktien","11.207.074,08","0,02","11.207.074,08","110.167,00","101,73","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrie","Aktien","11.175.489,15","0,02","11.175.489,15","40.809,00","273,85","Schweiz","SIX Swiss Exchange","CHF"
"WTRG","ESSENTIAL UTILITIES INC","Versorger","Aktien","11.137.514,66","0,02","11.137.514,66","215.927,00","51,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VTRS","VIATRIS INC","Gesundheitsversorgung","Aktien","11.122.301,30","0,02","11.122.301,30","1.042.390,00","10,67","Vereinigte Staaten","NASDAQ","USD"
"CGNX","COGNEX CORP","IT","Aktien","11.108.206,20","0,02","11.108.206,20","142.779,00","77,80","Vereinigte Staaten","NASDAQ","USD"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Gesundheitsversorgung","Aktien","11.092.809,00","0,02","11.092.809,00","139.620,00","79,45","Vereinigte Staaten","NASDAQ","USD"
"PINS","PINTEREST INC CLASS A","Kommunikation","Aktien","11.088.918,75","0,02","11.088.918,75","424.375,00","26,13","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FFIV","F5 INC","IT","Aktien","11.070.615,50","0,02","11.070.615,50","51.853,00","213,50","Vereinigte Staaten","NASDAQ","USD"
"EQH","EQUITABLE HOLDINGS INC","Financials","Aktien","11.065.695,16","0,02","11.065.695,16","350.402,00","31,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ESSITY B","ESSITY CLASS B","Nichtzyklische Konsumgüter","Aktien","11.029.210,95","0,02","11.029.210,95","465.141,00","23,71","Schweden","Nasdaq Omx Nordic","SEK"
"RPRX","ROYALTY PHARMA PLC CLASS A","Gesundheitsversorgung","Aktien","11.025.799,68","0,02","11.025.799,68","276.752,00","39,84","Vereinigte Staaten","NASDAQ","USD"
"BG","BUNGE LTD","Nichtzyklische Konsumgüter","Aktien","11.015.794,28","0,02","11.015.794,28","98.452,00","111,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SY1","SYMRISE AG","Materialien","Aktien","10.994.150,71","0,02","10.994.150,71","89.580,00","122,73","Deutschland","Xetra","EUR"
"1925","DAIWA HOUSE INDUSTRY LTD","Immobilien","Aktien","10.980.786,31","0,02","10.980.786,31","426.552,00","25,74","Japan","Tokyo Stock Exchange","JPY"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Kommunikation","Aktien","10.969.343,91","0,02","10.969.343,91","315.483,00","34,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WDC","WESTERN DIGITAL CORP","IT","Aktien","10.964.334,48","0,02","10.964.334,48","227.854,00","48,12","Vereinigte Staaten","NASDAQ","USD"
"BIO","BIO RAD LABORATORIES INC CLASS A","Gesundheitsversorgung","Aktien","10.948.593,10","0,02","10.948.593,10","19.046,00","574,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Immobilien","Aktien","10.944.394,56","0,02","10.944.394,56","139.936,00","78,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PUB","PUBLICIS GROUPE SA","Kommunikation","Aktien","10.889.445,64","0,02","10.889.445,64","180.347,00","60,38","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SN.","SMITH AND NEPHEW PLC","Gesundheitsversorgung","Aktien","10.878.095,32","0,02","10.878.095,32","671.906,00","16,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"WRB","WR BERKLEY CORP","Financials","Aktien","10.860.865,56","0,02","10.860.865,56","163.518,00","66,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CCO","CAMECO CORP","Energie","Aktien","10.814.115,34","0,02","10.814.115,34","380.083,00","28,45","Kanada","Toronto Stock Exchange","CAD"
"QRVO","QORVO INC","IT","Aktien","10.811.205,98","0,02","10.811.205,98","91.667,00","117,94","Vereinigte Staaten","NASDAQ","USD"
"ZAL","ZALANDO","Zyklische Konsumgüter ","Aktien","10.804.174,52","0,02","10.804.174,52","195.356,00","55,31","Deutschland","Xetra","EUR"
"NICE","NICE LTD","IT","Aktien","10.786.881,11","0,02","10.786.881,11","47.622,00","226,51","Israel","Tel Aviv Stock Exchange","ILS"
"HSIC","HENRY SCHEIN INC","Gesundheitsversorgung","Aktien","10.776.168,10","0,02","10.776.168,10","123.665,00","87,14","Vereinigte Staaten","NASDAQ","USD"
"HAS","HASBRO INC","Zyklische Konsumgüter ","Aktien","10.702.266,75","0,02","10.702.266,75","125.835,00","85,05","Vereinigte Staaten","NASDAQ","USD"
"EDEN","EDENRED","IT","Aktien","10.640.695,42","0,02","10.640.695,42","212.489,00","50,08","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"MAERSK B","A P MOLLER MAERSK B","Industrie","Aktien","10.616.796,45","0,02","10.616.796,45","3.876,00","2.739,11","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"JNPR","JUNIPER NETWORKS INC","IT","Aktien","10.574.688,26","0,02","10.574.688,26","291.394,00","36,29","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EPI A","EPIROC CLASS A","Industrie","Aktien","10.564.414,85","0,02","10.564.414,85","487.575,00","21,67","Schweden","Nasdaq Omx Nordic","SEK"
"8309","SUMITOMO MITSUI TRUST HOLDINGS INC","Financials","Aktien","10.561.964,51","0,02","10.561.964,51","332.373,00","31,78","Japan","Tokyo Stock Exchange","JPY"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrie","Aktien","10.551.373,28","0,02","10.551.373,28","331.532,00","31,83","Japan","Tokyo Stock Exchange","JPY"
"BAER","JULIUS BAER GRUPPE AG","Financials","Aktien","10.546.307,81","0,02","10.546.307,81","184.223,00","57,25","Schweiz","SIX Swiss Exchange","CHF"
"2503","KIRIN HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","10.523.923,11","0,02","10.523.923,11","711.960,00","14,78","Japan","Tokyo Stock Exchange","JPY"
"GDDY","GODADDY INC CLASS A","IT","Aktien","10.515.358,12","0,02","10.515.358,12","122.671,00","85,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BOL","BOLIDEN","Materialien","Aktien","10.502.043,86","0,02","10.502.043,86","197.035,00","53,30","Schweden","Nasdaq Omx Nordic","SEK"
"3","HONG KONG AND CHINA GAS LTD","Versorger","Aktien","10.428.114,94","0,02","10.428.114,94","8.618.815,00","1,21","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"WSP","WSP GLOBAL INC","Industrie","Aktien","10.427.687,54","0,02","10.427.687,54","81.745,00","127,56","Kanada","Toronto Stock Exchange","CAD"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materialien","Aktien","10.414.575,01","0,02","10.414.575,01","325.688,00","31,98","Australien","Asx - All Markets","AUD"
"TOU","TOURMALINE OIL CORP","Energie","Aktien","10.390.831,29","0,02","10.390.831,29","222.455,00","46,71","Kanada","Toronto Stock Exchange","CAD"
"ABMD","ABIOMED INC","Gesundheitsversorgung","Aktien","10.364.161,86","0,02","10.364.161,86","32.121,00","322,66","Vereinigte Staaten","NASDAQ","USD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Aktien","10.353.816,06","0,02","10.353.816,06","227.157,00","45,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CRDA","CRODA INTERNATIONAL PLC","Materialien","Aktien","10.351.002,78","0,02","10.351.002,78","98.196,00","105,41","Vereinigtes Königreich","London Stock Exchange","GBP"
"FICO","FAIR ISAAC CORP","IT","Aktien","10.344.923,56","0,02","10.344.923,56","23.516,00","439,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","10.300.673,31","0,02","10.300.673,31","83,00","124.104,50","Schweiz","SIX Swiss Exchange","CHF"
"2802","AJINOMOTO INC","Nichtzyklische Konsumgüter","Aktien","10.291.518,31","0,02","10.291.518,31","367.795,00","27,98","Japan","Tokyo Stock Exchange","JPY"
"SVT","SEVERN TRENT PLC","Versorger","Aktien","10.282.910,31","0,02","10.282.910,31","245.342,00","41,91","Vereinigtes Königreich","London Stock Exchange","GBP"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrie","Aktien","10.226.920,47","0,02","10.226.920,47","116.493,00","87,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","10.218.798,81","0,02","10.218.798,81","835,00","12.238,08","Schweiz","SIX Swiss Exchange","CHF"
"BURL","BURLINGTON STORES INC","Zyklische Konsumgüter ","Aktien","10.222.074,65","0,02","10.222.074,65","55.061,00","185,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SCA B","SVENSKA CELLULOSA B","Materialien","Aktien","10.203.865,61","0,02","10.203.865,61","505.460,00","20,19","Schweden","Nasdaq Omx Nordic","SEK"
"DASH","DOORDASH INC CLASS A","Zyklische Konsumgüter ","Aktien","10.191.913,20","0,02","10.191.913,20","86.226,00","118,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UU.","UNITED UTILITIES GROUP PLC","Versorger","Aktien","10.173.756,42","0,02","10.173.756,42","664.510,00","15,31","Vereinigtes Königreich","London Stock Exchange","GBP"
"HEN3","HENKEL & KGAA PREF AG","Nichtzyklische Konsumgüter","Aktien","10.165.593,51","0,02","10.165.593,51","157.462,00","64,56","Deutschland","Xetra","EUR"
"8015","TOYOTA TSUSHO CORP","Industrie","Aktien","10.131.749,06","0,02","10.131.749,06","251.600,00","40,27","Japan","Tokyo Stock Exchange","JPY"
"8267","AEON LTD","Nichtzyklische Konsumgüter","Aktien","10.102.755,18","0,02","10.102.755,18","470.400,00","21,48","Japan","Tokyo Stock Exchange","JPY"
"6506","YASKAWA ELECTRIC CORP","Industrie","Aktien","10.101.086,82","0,02","10.101.086,82","264.700,00","38,16","Japan","Tokyo Stock Exchange","JPY"
"NDSN","NORDSON CORP","Industrie","Aktien","10.038.138,24","0,02","10.038.138,24","45.006,00","223,04","Vereinigte Staaten","NASDAQ","USD"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gesundheitsversorgung","Aktien","9.970.309,52","0,02","9.970.309,52","23.029,00","432,95","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"9101","NIPPON YUSEN","Industrie","Aktien","9.959.852,39","0,02","9.959.852,39","122.800,00","81,11","Japan","Tokyo Stock Exchange","JPY"
"HM B","HENNES & MAURITZ","Zyklische Konsumgüter ","Aktien","9.961.376,08","0,02","9.961.376,08","712.658,00","13,98","Schweden","Nasdaq Omx Nordic","SEK"
"KPN","KONINKLIJKE KPN NV","Kommunikation","Aktien","9.960.182,64","0,02","9.960.182,64","2.774.412,00","3,59","Niederlande","Euronext Amsterdam","EUR"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Nichtzyklische Konsumgüter","Aktien","9.955.541,60","0,02","9.955.541,60","204.007,00","48,80","Niederlande","NASDAQ","USD"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash und/oder Derivate","Cash Collateral and Margins","9.946.900,00","0,02","9.946.900,00","9.946.900,00","100,00","Vereinigte Staaten","-","USD"
"AGN","AEGON NV","Financials","Aktien","9.934.303,20","0,02","9.934.303,20","1.826.254,00","5,44","Niederlande","Euronext Amsterdam","EUR"
"Y","ALLEGHANY CORP","Financials","Aktien","9.901.624,00","0,02","9.901.624,00","11.608,00","853,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4307","NOMURA RESEARCH INSTITUTE LTD","IT","Aktien","9.881.635,10","0,02","9.881.635,10","288.710,00","34,23","Japan","Tokyo Stock Exchange","JPY"
"INVE A","INVESTOR CLASS A","Financials","Aktien","9.872.756,09","0,02","9.872.756,09","410.108,00","24,07","Schweden","Nasdaq Omx Nordic","SEK"
"6869","SYSMEX CORP","Gesundheitsversorgung","Aktien","9.844.886,31","0,02","9.844.886,31","129.807,00","75,84","Japan","Tokyo Stock Exchange","JPY"
