Fondsposition per,"05.Apr.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"SPG","SIMON PROPERTY GROUP REIT INC","Immobilien","Aktien","32.389.324,36","0,07","32.389.324,36","248.042,00","130,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WMB","WILLIAMS INC","Energie","Aktien","32.063.716,66","0,07","32.063.716,66","972.217,00","32,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4568","DAIICHI SANKYO LTD","Gesundheitsversorgung","Aktien","32.064.582,81","0,07","32.064.582,81","1.439.171,00","22,28","Japan","Tokyo Stock Exchange","JPY"
"8031","MITSUI LTD","Industrie","Aktien","32.008.142,94","0,07","32.008.142,94","1.242.192,00","25,77","Japan","Tokyo Stock Exchange","JPY"
"WCN","WASTE CONNECTIONS INC","Industrie","Aktien","32.005.426,86","0,07","32.005.426,86","227.667,00","140,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WELL","WELLTOWER INC","Immobilien","Aktien","31.951.656,52","0,07","31.951.656,52","333.908,00","95,69","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTAS","CINTAS CORP","Industrie","Aktien","31.905.481,20","0,07","31.905.481,20","73.958,00","431,40","Vereinigte Staaten","NASDAQ","USD"
"PSX","PHILLIPS 66","Energie","Aktien","31.777.937,18","0,07","31.777.937,18","369.898,00","85,91","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DD","DUPONT DE NEMOURS INC","Materialien","Aktien","31.636.594,00","0,07","31.636.594,00","433.378,00","73,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA SA","Financials","Aktien","31.541.480,87","0,07","31.541.480,87","5.492.436,00","5,74","Spanien","Bolsa De Madrid","EUR"
"CPG","COMPASS GROUP PLC","Zyklische Konsumgüter ","Aktien","31.422.605,92","0,07","31.422.605,92","1.453.447,00","21,62","Vereinigtes Königreich","London Stock Exchange","GBP"
"SAF","SAFRAN SA","Industrie","Aktien","31.405.268,79","0,07","31.405.268,79","278.259,00","112,86","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"O","REALTY INCOME REIT CORP","Immobilien","Aktien","31.331.685,84","0,07","31.331.685,84","443.352,00","70,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ISP","INTESA SANPAOLO","Financials","Aktien","31.284.787,71","0,07","31.284.787,71","14.006.180,00","2,23","Italien","Borsa Italiana","EUR"
"ADYEN","ADYEN NV","IT","Aktien","31.251.887,37","0,07","31.251.887,37","15.477,00","2.019,25","Niederlande","Euronext Amsterdam","EUR"
"EA","ELECTRONIC ARTS INC","Kommunikation","Aktien","31.164.949,76","0,06","31.164.949,76","247.616,00","125,86","Vereinigte Staaten","NASDAQ","USD"
"RMD","RESMED INC","Gesundheitsversorgung","Aktien","31.138.156,08","0,06","31.138.156,08","126.846,00","245,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KR","KROGER","Nichtzyklische Konsumgüter","Aktien","31.135.842,60","0,06","31.135.842,60","540.084,00","57,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"8001","ITOCHU CORP","Industrie","Aktien","31.116.762,32","0,06","31.116.762,32","934.602,00","33,29","Japan","Tokyo Stock Exchange","JPY"
"BAX","BAXTER INTERNATIONAL INC","Gesundheitsversorgung","Aktien","31.111.466,11","0,06","31.111.466,11","406.739,00","76,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"INVE B","INVESTOR CLASS B","Financials","Aktien","31.079.406,97","0,06","31.079.406,97","1.388.014,00","22,39","Schweden","Nasdaq Omx Nordic","SEK"
"PRU","PRUDENTIAL PLC","Financials","Aktien","30.946.235,61","0,06","30.946.235,61","2.079.242,00","14,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"XEL","XCEL ENERGY INC","Versorger","Aktien","30.713.878,45","0,06","30.713.878,45","420.335,00","73,07","Vereinigte Staaten","NASDAQ","USD"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Aktien","30.628.332,49","0,06","30.628.332,49","116.766,00","262,31","Deutschland","Xetra","EUR"
"9432","NIPPON TELEGRAPH AND TELEPHONE COR","Kommunikation","Aktien","30.559.462,27","0,06","30.559.462,27","1.041.700,00","29,34","Japan","Tokyo Stock Exchange","JPY"
"GIVN","GIVAUDAN SA","Materialien","Aktien","30.540.245,62","0,06","30.540.245,62","7.197,00","4.243,47","Schweiz","SIX Swiss Exchange","CHF"
"CARR","CARRIER GLOBAL CORP","Industrie","Aktien","30.533.639,82","0,06","30.533.639,82","685.533,00","44,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Aktien","30.477.110,40","0,06","30.477.110,40","622.490,00","48,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Versorger","Aktien","30.305.237,76","0,06","30.305.237,76","429.496,00","70,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CSU","CONSTELLATION SOFTWARE INC","IT","Aktien","29.896.548,72","0,06","29.896.548,72","16.594,00","1.801,65","Kanada","Toronto Stock Exchange","CAD"
"KMI","KINDER MORGAN INC","Energie","Aktien","29.722.317,24","0,06","29.722.317,24","1.570.947,00","18,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6594","NIDEC CORP","Industrie","Aktien","29.597.441,91","0,06","29.597.441,91","379.100,00","78,07","Japan","Tokyo Stock Exchange","JPY"
"ED","CONSOLIDATED EDISON INC","Versorger","Aktien","29.505.742,80","0,06","29.505.742,80","306.872,00","96,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BN","DANONE SA","Nichtzyklische Konsumgüter","Aktien","29.399.835,94","0,06","29.399.835,94","531.594,00","55,31","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"DVN","DEVON ENERGY CORP","Energie","Aktien","29.253.710,40","0,06","29.253.710,40","500.320,00","58,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MCHP","MICROCHIP TECHNOLOGY INC","IT","Aktien","29.229.772,88","0,06","29.229.772,88","417.032,00","70,09","Vereinigte Staaten","NASDAQ","USD"
"4661","ORIENTAL LAND LTD","Zyklische Konsumgüter ","Aktien","29.070.935,56","0,06","29.070.935,56","155.400,00","187,07","Japan","Tokyo Stock Exchange","JPY"
"DSV","DSV","Industrie","Aktien","29.021.846,86","0,06","29.021.846,86","158.314,00","183,32","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"WOW","WOOLWORTHS GROUP LTD","Nichtzyklische Konsumgüter","Aktien","28.994.886,63","0,06","28.994.886,63","1.023.925,00","28,32","Australien","Asx - All Markets","AUD"
"EQNR","EQUINOR","Energie","Aktien","28.857.180,95","0,06","28.857.180,95","765.630,00","37,69","Norwegen","Oslo Bors Asa","NOK"
"ENI","ENI","Energie","Aktien","28.707.905,41","0,06","28.707.905,41","1.942.910,00","14,78","Italien","Borsa Italiana","EUR"
"RIO","RIO TINTO LTD","Materialien","Aktien","28.643.283,10","0,06","28.643.283,10","312.437,00","91,68","Australien","Asx - All Markets","AUD"
"ATCO A","ATLAS COPCO CLASS A","Industrie","Aktien","28.601.460,00","0,06","28.601.460,00","555.932,00","51,45","Schweden","Nasdaq Omx Nordic","SEK"
"6981","MURATA MANUFACTURING LTD","IT","Aktien","28.579.697,64","0,06","28.579.697,64","441.018,00","64,80","Japan","Tokyo Stock Exchange","JPY"
"ROST","ROSS STORES INC","Zyklische Konsumgüter ","Aktien","28.480.705,65","0,06","28.480.705,65","305.751,00","93,15","Vereinigte Staaten","NASDAQ","USD"
"TT","TRANE TECHNOLOGIES PLC","Industrie","Aktien","28.458.215,50","0,06","28.458.215,50","183.898,00","154,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Aktien","28.444.405,19","0,06","28.444.405,19","259.125,00","109,77","Vereinigtes Königreich","London Stock Exchange","GBP"
"DB1","DEUTSCHE BOERSE AG","Financials","Aktien","28.279.318,05","0,06","28.279.318,05","153.704,00","183,99","Deutschland","Xetra","EUR"
"PH","PARKER-HANNIFIN CORP","Industrie","Aktien","28.201.250,09","0,06","28.201.250,09","102.763,00","274,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3382","SEVEN & I HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","28.014.041,45","0,06","28.014.041,45","598.612,00","46,80","Japan","Tokyo Stock Exchange","JPY"
"YUM","YUM BRANDS INC","Zyklische Konsumgüter ","Aktien","27.949.381,76","0,06","27.949.381,76","237.584,00","117,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NDA SE","NORDEA BANK","Financials","Aktien","27.891.204,81","0,06","27.891.204,81","2.639.883,00","10,57","Schweden","Nasdaq Omx Nordic","SEK"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobilien","Aktien","27.819.045,44","0,06","27.819.045,44","111.526,00","249,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPN","EXPERIAN PLC","Industrie","Aktien","27.760.060,47","0,06","27.760.060,47","714.970,00","38,83","Vereinigtes Königreich","London Stock Exchange","GBP"
"EBAY","EBAY INC","Zyklische Konsumgüter ","Aktien","27.725.901,60","0,06","27.725.901,60","491.594,00","56,40","Vereinigte Staaten","NASDAQ","USD"
"ROK","ROCKWELL AUTOMATION INC","Industrie","Aktien","27.711.559,90","0,06","27.711.559,90","99.289,00","279,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DLTR","DOLLAR TREE INC","Zyklische Konsumgüter ","Aktien","27.679.202,98","0,06","27.679.202,98","177.727,00","155,74","Vereinigte Staaten","NASDAQ","USD"
"CAP","CAPGEMINI","IT","Aktien","27.573.584,41","0,06","27.573.584,41","125.537,00","219,65","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"9434","SOFTBANK CORP","Kommunikation","Aktien","27.509.191,78","0,06","27.509.191,78","2.332.700,00","11,79","Japan","Tokyo Stock Exchange","JPY"
"FAST","FASTENAL","Industrie","Aktien","27.494.879,32","0,06","27.494.879,32","463.501,00","59,32","Vereinigte Staaten","NASDAQ","USD"
"DSY","DASSAULT SYSTEMES","IT","Aktien","27.479.436,77","0,06","27.479.436,77","546.898,00","50,25","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"EQR","EQUITY RESIDENTIAL REIT","Immobilien","Aktien","27.364.850,00","0,06","27.364.850,00","301.375,00","90,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VRSK","VERISK ANALYTICS INC","Industrie","Aktien","27.333.000,75","0,06","27.333.000,75","124.575,00","219,41","Vereinigte Staaten","NASDAQ","USD"
"DDOG","DATADOG INC CLASS A","IT","Aktien","27.275.951,30","0,06","27.275.951,30","185.677,00","146,90","Vereinigte Staaten","NASDAQ","USD"
"AMP","AMERIPRISE FINANCE INC","Financials","Aktien","27.263.568,42","0,06","27.263.568,42","91.323,00","298,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LNG","CHENIERE ENERGY INC","Energie","Aktien","27.249.869,16","0,06","27.249.869,16","193.591,00","140,76","Vereinigte Staaten","Nyse Mkt Llc","USD"
"TROW","T ROWE PRICE GROUP INC","Financials","Aktien","27.224.643,05","0,06","27.224.643,05","175.813,00","154,85","Vereinigte Staaten","NASDAQ","USD"
"BARC","BARCLAYS PLC","Financials","Aktien","27.155.579,88","0,06","27.155.579,88","14.068.911,00","1,93","Vereinigtes Königreich","London Stock Exchange","GBP"
"AD","KONINKLIJKE AHOLD DELHAIZE NV","Nichtzyklische Konsumgüter","Aktien","27.146.007,19","0,06","27.146.007,19","852.230,00","31,85","Niederlande","Euronext Amsterdam","EUR"
"VNA","VONOVIA SE","Immobilien","Aktien","27.147.629,75","0,06","27.147.629,75","571.458,00","47,51","Deutschland","Xetra","EUR"
"BA.","BAE SYSTEMS PLC","Industrie","Aktien","27.039.263,05","0,06","27.039.263,05","2.779.794,00","9,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"ALGN","ALIGN TECHNOLOGY INC","Gesundheitsversorgung","Aktien","27.022.195,20","0,06","27.022.195,20","61.864,00","436,80","Vereinigte Staaten","NASDAQ","USD"
"WEC","WEC ENERGY GROUP INC","Versorger","Aktien","26.867.299,92","0,06","26.867.299,92","264.104,00","101,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WBA","WALGREEN BOOTS ALLIANCE INC","Nichtzyklische Konsumgüter","Aktien","26.846.159,55","0,06","26.846.159,55","617.295,00","43,49","Vereinigte Staaten","NASDAQ","USD"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Aktien","26.760.027,45","0,06","26.760.027,45","481.872,00","55,53","Japan","Tokyo Stock Exchange","JPY"
"AJG","ARTHUR J GALLAGHER","Financials","Aktien","26.740.945,53","0,06","26.740.945,53","152.919,00","174,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6954","FANUC CORP","Industrie","Aktien","26.688.504,52","0,06","26.688.504,52","150.151,00","177,74","Japan","Tokyo Stock Exchange","JPY"
"MTD","METTLER TOLEDO INC","Gesundheitsversorgung","Aktien","26.691.511,86","0,06","26.691.511,86","19.786,00","1.349,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SLF","SUN LIFE FINANCIAL INC","Financials","Aktien","26.657.922,85","0,06","26.657.922,85","478.201,00","55,75","Kanada","Toronto Stock Exchange","CAD"
"HAL","HALLIBURTON","Energie","Aktien","26.627.797,71","0,06","26.627.797,71","709.507,00","37,53","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NOKIA","NOKIA","IT","Aktien","26.473.936,18","0,06","26.473.936,18","4.734.454,00","5,59","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Aktien","26.468.142,50","0,06","26.468.142,50","238.990,00","110,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PPG","PPG INDUSTRIES INC","Materialien","Aktien","26.398.184,47","0,06","26.398.184,47","199.367,00","132,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OKE","ONEOK INC","Energie","Aktien","26.346.162,24","0,05","26.346.162,24","377.236,00","69,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6273","SMC (JAPAN) CORP","Industrie","Aktien","26.274.534,25","0,05","26.274.534,25","47.045,00","558,50","Japan","Tokyo Stock Exchange","JPY"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materialien","Aktien","26.183.184,20","0,05","26.183.184,20","202.343,00","129,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Nichtzyklische Konsumgüter","Aktien","26.060.025,97","0,05","26.060.025,97","119.317,00","218,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STT","STATE STREET CORP","Financials","Aktien","25.989.350,26","0,05","25.989.350,26","304.646,00","85,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Aktien","25.970.873,76","0,05","25.970.873,76","108.456,00","239,46","Vereinigte Staaten","NASDAQ","USD"
"TTD","TRADE DESK INC CLASS A","IT","Aktien","25.883.002,92","0,05","25.883.002,92","359.636,00","71,97","Vereinigte Staaten","NASDAQ","USD"
"OTIS","OTIS WORLDWIDE CORP","Industrie","Aktien","25.818.007,95","0,05","25.818.007,95","343.553,00","75,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DSM","KONINKILIJKE DSM NV","Materialien","Aktien","25.813.035,90","0,05","25.813.035,90","144.024,00","179,23","Niederlande","Euronext Amsterdam","EUR"
"MNST","MONSTER BEVERAGE CORP","Nichtzyklische Konsumgüter","Aktien","25.780.809,60","0,05","25.780.809,60","314.784,00","81,90","Vereinigte Staaten","NASDAQ","USD"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Zyklische Konsumgüter ","Aktien","25.491.364,74","0,05","25.491.364,74","148.681,00","171,45","Deutschland","Xetra","EUR"
"ANET","ARISTA NETWORKS INC","IT","Aktien","25.481.756,24","0,05","25.481.756,24","180.632,00","141,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VWS","VESTAS WIND SYSTEMS","Industrie","Aktien","25.433.360,17","0,05","25.433.360,17","795.117,00","31,99","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"GMG","GOODMAN GROUP UNITS","Immobilien","Aktien","25.193.599,80","0,05","25.193.599,80","1.432.291,00","17,59","Australien","Asx - All Markets","AUD"
"CRG","CRH PLC","Materialien","Aktien","25.147.693,22","0,05","25.147.693,22","641.017,00","39,23","Irland","Irish Stock Exchange - All Market","EUR"
"8411","MIZUHO FINANCIAL GROUP INC","Financials","Aktien","24.977.149,16","0,05","24.977.149,16","1.988.094,00","12,56","Japan","Tokyo Stock Exchange","JPY"
"STLA","STELLANTIS NV","Zyklische Konsumgüter ","Aktien","24.823.498,60","0,05","24.823.498,60","1.582.545,00","15,69","Italien","Borsa Italiana","EUR"
"RSG","REPUBLIC SERVICES INC","Industrie","Aktien","24.795.549,85","0,05","24.795.549,85","186.055,00","133,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Aktien","24.765.080,05","0,05","24.765.080,05","2.716.451,00","9,12","Singapur","Singapore Exchange","SGD"
"BIIB","BIOGEN INC","Gesundheitsversorgung","Aktien","24.753.755,52","0,05","24.753.755,52","119.232,00","207,61","Vereinigte Staaten","NASDAQ","USD"
"APTV","APTIV PLC","Zyklische Konsumgüter ","Aktien","24.745.849,26","0,05","24.745.849,26","219.417,00","112,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CMI","CUMMINS INC","Industrie","Aktien","24.736.726,52","0,05","24.736.726,52","123.628,00","200,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AME","AMETEK INC","Industrie","Aktien","24.711.020,37","0,05","24.711.020,37","187.503,00","131,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TDG","TRANSDIGM GROUP INC","Industrie","Aktien","24.617.539,70","0,05","24.617.539,70","37.790,00","651,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FNV","FRANCO NEVADA CORP","Materialien","Aktien","24.578.578,32","0,05","24.578.578,32","152.312,00","161,37","Kanada","Toronto Stock Exchange","CAD"
"HEXA B","HEXAGON CLASS B","IT","Aktien","24.307.102,59","0,05","24.307.102,59","1.656.101,00","14,68","Schweden","Nasdaq Omx Nordic","SEK"
"NET","CLOUDFLARE INC CLASS A","IT","Aktien","24.270.466,60","0,05","24.270.466,60","201.515,00","120,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AMS","AMADEUS IT GROUP SA","IT","Aktien","24.262.061,82","0,05","24.262.061,82","372.030,00","65,22","Spanien","Bolsa De Madrid","EUR"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industrie","Aktien","24.217.409,65","0,05","24.217.409,65","2.381.006,00","10,17","Australien","Asx - All Markets","AUD"
"SIVB","SVB FINANCIAL GROUP","Financials","Aktien","24.142.222,72","0,05","24.142.222,72","45.572,00","529,76","Vereinigte Staaten","NASDAQ","USD"
"ES","EVERSOURCE ENERGY","Versorger","Aktien","24.133.939,83","0,05","24.133.939,83","267.887,00","90,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SREN","SWISS RE AG","Financials","Aktien","24.105.737,55","0,05","24.105.737,55","255.669,00","94,28","Schweiz","SIX Swiss Exchange","CHF"
"FERG","FERGUSON PLC","Industrie","Aktien","24.090.790,96","0,05","24.090.790,96","183.472,00","131,30","Vereinigtes Königreich","London Stock Exchange","GBP"
"FITB","FIFTH THIRD BANCORP","Financials","Aktien","24.034.533,74","0,05","24.034.533,74","582.938,00","41,23","Vereinigte Staaten","NASDAQ","USD"
"HES","HESS CORP","Energie","Aktien","24.018.710,80","0,05","24.018.710,80","223.160,00","107,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WKL","WOLTERS KLUWER NV","Industrie","Aktien","23.923.744,85","0,05","23.923.744,85","222.675,00","107,44","Niederlande","Euronext Amsterdam","EUR"
"TSCO","TESCO PLC","Nichtzyklische Konsumgüter","Aktien","23.900.700,21","0,05","23.900.700,21","6.626.294,00","3,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"AWK","AMERICAN WATER WORKS INC","Versorger","Aktien","23.895.070,32","0,05","23.895.070,32","142.538,00","167,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RACE","FERRARI NV","Zyklische Konsumgüter ","Aktien","23.857.726,84","0,05","23.857.726,84","105.011,00","227,19","Italien","Borsa Italiana","EUR"
"CBRE","CBRE GROUP INC CLASS A","Immobilien","Aktien","23.839.678,60","0,05","23.839.678,60","262.205,00","90,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MTB","M&T BANK CORP","Financials","Aktien","23.833.429,38","0,05","23.833.429,38","145.521,00","163,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","IT","Aktien","23.545.427,25","0,05","23.545.427,25","151.955,00","154,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ASSA B","ASSA ABLOY B","Industrie","Aktien","23.503.093,70","0,05","23.503.093,70","848.356,00","27,70","Schweden","Nasdaq Omx Nordic","SEK"
"JPY","JPY CASH","Cash und/oder Derivate","Geldmarkt","23.486.670,21","0,05","23.486.670,21","2.895.789.003,00","0,81","Japan","-","JPY"
"RWE","RWE AG","Versorger","Aktien","23.462.105,32","0,05","23.462.105,32","528.043,00","44,43","Deutschland","Xetra","EUR"
"WST","WEST PHARMACEUTICAL SERVICES INC","Gesundheitsversorgung","Aktien","23.435.912,64","0,05","23.435.912,64","57.351,00","408,64","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PCAR","PACCAR INC","Industrie","Aktien","23.388.300,04","0,05","23.388.300,04","282.331,00","82,84","Vereinigte Staaten","NASDAQ","USD"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Aktien","23.387.970,91","0,05","23.387.970,91","18.508,00","1.263,67","Schweiz","SIX Swiss Exchange","CHF"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Immobilien","Aktien","23.378.963,10","0,05","23.378.963,10","115.315,00","202,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GLW","CORNING INC","IT","Aktien","23.373.445,23","0,05","23.373.445,23","655.269,00","35,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TSN","TYSON FOODS INC CLASS A","Nichtzyklische Konsumgüter","Aktien","23.332.423,57","0,05","23.332.423,57","258.703,00","90,19","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PHIA","KONINKLIJKE PHILIPS NV","Gesundheitsversorgung","Aktien","23.195.673,65","0,05","23.195.673,65","754.914,00","30,73","Niederlande","Euronext Amsterdam","EUR"
"4503","ASTELLAS PHARMA INC","Gesundheitsversorgung","Aktien","23.173.175,72","0,05","23.173.175,72","1.523.400,00","15,21","Japan","Tokyo Stock Exchange","JPY"
"VEEV","VEEVA SYSTEMS INC CLASS A","Gesundheitsversorgung","Aktien","23.125.023,20","0,05","23.125.023,20","108.880,00","212,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WPL","WOODSIDE PETROLEUM LTD","Energie","Aktien","23.119.955,10","0,05","23.119.955,10","893.700,00","25,87","Australien","Asx - All Markets","AUD"
"AEM","AGNICO EAGLE MINES LTD","Materialien","Aktien","23.114.779,43","0,05","23.114.779,43","366.726,00","63,03","Kanada","Toronto Stock Exchange","CAD"
"6902","DENSO CORP","Zyklische Konsumgüter ","Aktien","23.072.647,02","0,05","23.072.647,02","369.543,00","62,44","Japan","Tokyo Stock Exchange","JPY"
"KKR","KKR AND CO INC","Financials","Aktien","23.042.812,32","0,05","23.042.812,32","400.884,00","57,48","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MRK","MERCK","Gesundheitsversorgung","Aktien","23.043.462,50","0,05","23.043.462,50","110.730,00","208,11","Deutschland","Xetra","EUR"
"BLL","BALL CORP","Materialien","Aktien","22.949.120,46","0,05","22.949.120,46","255.729,00","89,74","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Immobilien","Aktien","22.885.359,05","0,05","22.885.359,05","604.633,00","37,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6702","FUJITSU LTD","IT","Aktien","22.765.039,09","0,05","22.765.039,09","149.259,00","152,52","Japan","Tokyo Stock Exchange","JPY"
"BMW","BMW AG","Zyklische Konsumgüter ","Aktien","22.741.672,65","0,05","22.741.672,65","265.931,00","85,52","Deutschland","Xetra","EUR"
"FMG","FORTESCUE METALS GROUP LTD","Materialien","Aktien","22.678.013,10","0,05","22.678.013,10","1.369.411,00","16,56","Australien","Asx - All Markets","AUD"
"CVE","CENOVUS ENERGY INC","Energie","Aktien","22.623.276,00","0,05","22.623.276,00","1.318.031,00","17,16","Kanada","Toronto Stock Exchange","CAD"
"ERIC B","ERICSSON B","IT","Aktien","22.577.402,90","0,05","22.577.402,90","2.333.019,00","9,68","Schweden","Nasdaq Omx Nordic","SEK"
"GMAB","GENMAB","Gesundheitsversorgung","Aktien","22.564.319,63","0,05","22.564.319,63","58.628,00","384,87","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CERN","CERNER CORP","Gesundheitsversorgung","Aktien","22.490.329,52","0,05","22.490.329,52","241.468,00","93,14","Vereinigte Staaten","NASDAQ","USD"
"HOLN","HOLCIM LTD AG","Materialien","Aktien","22.420.399,73","0,05","22.420.399,73","471.387,00","47,56","Schweiz","SIX Swiss Exchange","CHF"
"STM","STMICROELECTRONICS NV","IT","Aktien","22.419.319,34","0,05","22.419.319,34","559.612,00","40,06","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AHT","ASHTEAD GROUP PLC","Industrie","Aktien","22.314.158,78","0,05","22.314.158,78","362.194,00","61,61","Vereinigtes Königreich","London Stock Exchange","GBP"
"KDP","KEURIG DR PEPPER INC","Nichtzyklische Konsumgüter","Aktien","22.271.243,00","0,05","22.271.243,00","602.740,00","36,95","Vereinigte Staaten","NASDAQ","USD"
"TWLO","TWILIO INC CLASS A","IT","Aktien","22.246.333,27","0,05","22.246.333,27","134.281,00","165,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SSE","SSE PLC","Versorger","Aktien","22.224.656,65","0,05","22.224.656,65","941.902,00","23,60","Vereinigtes Königreich","London Stock Exchange","GBP"
"9983","FAST RETAILING LTD","Zyklische Konsumgüter ","Aktien","22.183.584,49","0,05","22.183.584,49","43.755,00","507,00","Japan","Tokyo Stock Exchange","JPY"
"SGO","COMPAGNIE DE SAINT GOBAIN SA","Industrie","Aktien","22.167.150,60","0,05","22.167.150,60","387.481,00","57,21","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materialien","Aktien","22.015.388,85","0,05","22.015.388,85","215.943,00","101,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABC","AMERISOURCEBERGEN CORP","Gesundheitsversorgung","Aktien","22.007.174,64","0,05","22.007.174,64","141.289,00","155,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EFX","EQUIFAX INC","Industrie","Aktien","21.995.145,80","0,05","21.995.145,80","94.868,00","231,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
